Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165378|1.0045|10|12|1|1|1
Bimbo_1|3670016|319324|300889|1.06127|12|122|4|1|1
CityMaxCapita_1|26049426|11018728|10923364|1.00873|31|367|42|7|1.75
CMSprovider_1|16717728|3729276|3520565|1.05928|26|323|61|10|1.66667
CommonGovernment_1|62829650|8193179|7311419|1.1206|56|2028|112|21|2.1
Corporations_1|11901857|5105910|4400755|1.16024|27|240|28|5|2.5
Eixo_1|60077487|5892367|4650166|1.26713|71|4160|677|38|2.92308
Euro2016_1|11418716|5779460|5244416|1.10202|10|30|11|2|2
Food_1|2758131|515805|515949|0.999721|6|20|0|0|0
Generico_1|42738694|2805958|2666354|1.05236|42|1722|123|17|2.125
HashTags_1|92542033|34753667|34638742|1.00332|99|4979|49|13|3.25
Hatred_1|26027696|11533096|11682886|0.987179|31|317|33|6|1.5
IGlocations1_1|6321918|1779851|1780285|0.999756|18|56|0|0|0
Medicare1_1|12973420|3996314|4535398|0.881139|26|226|11|6|3
MedPayment1_1|16768400|4681724|4554253|1.02799|28|292|26|5|1.66667
MLB_1|18994088|2380651|9282746|0.25646|48|2225|26|22|11
Motos_1|42974217|2829428|2172213|1.30256|43|1806|126|17|2.125
MulheresMil_1|62416953|5964864|4595241|1.29805|72|4290|692|40|5
NYC_1|36490617|3139541|2050078|1.53143|48|1482|154|23|3.83333
PanCreactomy1_1|18360922|4037727|3814832|1.05843|29|420|62|9|1.28571
Physicians_1|16768116|4686462|4552804|1.02936|28|292|26|7|1.75
Provider_1|16202756|4588180|4588688|0.999889|28|306|22|6|1.5
RealEstate1_1|17820728|4838606|5177802|0.93449|26|379|43|10|5
Redfin1_1|22150976|9242876|9282784|0.995701|42|258|6|4|4
Rentabilidad_1|70851322|16198993|15783733|1.02631|139|6848|225|25|2.77778
Romance_1|21518242|9890585|9890849|0.999973|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8808700|1.05693|57|935|52|8|2
TableroSistemaPenal_1|23289522|802109|296734|2.70312|27|702|39|12|3
Taxpayer_1|16195222|4592886|4571202|1.00474|28|306|25|7|2.33333
Telco_1|92222061|23897338|25648769|0.931715|176|10178|203|33|1.65
TrainsUK1_2|22067864|3440367|2932349|1.17325|27|552|24|8|1.6
TrainsUK2_1|18144855|3140981|3634306|0.864259|29|702|101|13|1.85714
Uberlandia_1|61320125|5959002|4649409|1.28167|72|4290|710|39|4.33333
USCensus_1|137735464|8738400|8615289|1.01429|518|92702|81|23|2.09091
Wins_1|88869327|14701699|26785170|0.548875|254|34686|235|54|5.4
YaleLanguages_1|18012366|1520217|938614|1.61964|28|650|65|14|2.8
Average compression_ratio_improvement: 1.09351
Total ECRs computed: 178905
