Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|12|2|1|1
Bimbo_1|3670016|319324|256590|1.24449|12|132|11|3|1.5
CityMaxCapita_1|26049426|11018728|10767298|1.02335|31|380|83|6|1.5
CMSprovider_1|16717728|3729276|3374669|1.10508|26|342|116|10|1.42857
CommonGovernment_1|62829650|8193179|7204332|1.13726|56|2070|464|22|1.83333
Corporations_1|11901857|5105751|3074224|1.66083|27|240|146|10|5
Eixo_1|60077487|5892367|4726659|1.24662|71|4160|2173|34|1.88889
Euro2016_1|11418716|5779460|5240090|1.10293|10|30|15|2|1
Food_1|2758131|515805|523415|0.985461|6|20|1|1|1
Generico_1|42738694|2805958|2106948|1.33176|42|1722|302|17|1.88889
HashTags_1|92542033|34753667|34313053|1.01284|99|5402|751|11|1.375
Hatred_1|26027696|11533096|11354827|1.0157|31|342|59|5|1.25
IGlocations1_1|6321918|1779851|1773271|1.00371|18|56|5|1|1
Medicare1_1|12973420|3996314|3796272|1.05269|26|240|31|5|1.25
MedPayment1_1|16768400|4681724|4531161|1.03323|28|306|67|6|1.5
MLB_1|18994088|2380651|2188491|1.0878|48|2256|95|12|3
Motos_1|42974217|2829428|2111015|1.34032|43|1806|326|19|2.11111
MulheresMil_1|62416953|5964864|4777087|1.24864|72|4290|2188|35|1.84211
NYC_1|36490617|3139541|1716465|1.82907|48|1482|532|22|2.2
PanCreactomy1_1|18360922|4037727|3686260|1.09535|29|462|128|11|1.375
Physicians_1|16768116|4686462|4523406|1.03605|28|306|67|5|1
Provider_1|16202756|4588180|4478395|1.02451|28|306|50|6|1.5
RealEstate1_1|17820728|4838606|4512372|1.0723|26|420|90|8|1.14286
Redfin1_1|22150976|9242876|9128431|1.01254|42|306|24|5|1.66667
Rentabilidad_1|70851322|16198993|15456132|1.04806|139|6924|1143|26|1.85714
Romance_1|21518242|9890137|9890849|0.999928|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8505410|1.09462|57|992|165|16|1.77778
TableroSistemaPenal_1|23289522|802109|326341|2.45789|27|702|91|12|1.5
Taxpayer_1|16195222|4592886|4481410|1.02488|28|306|51|5|1
Telco_1|92222061|23897338|23447322|1.01919|176|10932|497|65|4.0625
TrainsUK1_2|22067864|3440367|3008390|1.14359|27|552|64|12|1.33333
TrainsUK2_1|18144855|3140981|2505732|1.25352|29|702|206|14|1.75
Uberlandia_1|61320125|5959002|4777452|1.24732|72|4290|2183|34|1.78947
USCensus_1|137735464|8738400|8175845|1.06881|518|92702|4556|44|1.69231
Wins_1|88869327|14701699|13992992|1.05065|254|34686|1950|70|1.75
YaleLanguages_1|18012366|1520217|783649|1.93992|28|650|340|16|2.66667
Average compression_ratio_improvement: 1.19616
Total ECRs computed: 180528
