Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|52|3|1|1
Bimbo_1|3670016|319324|250455|1.27498|12|592|20|2|1
CityMaxCapita_1|26049426|11018728|10679262|1.03179|31|1353|158|11|2
CMSprovider_1|16717728|3729276|3351698|1.11265|26|1163|201|12|2
CommonGovernment_1|62829650|8193179|6678172|1.22686|56|6987|616|26|1.85714
Corporations_1|11901857|5105751|3577311|1.42726|27|918|401|10|1.66667
Eixo_1|60077487|5892367|4564820|1.29082|71|15388|3273|42|3
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|514250|1.00302|6|70|4|2|1
Generico_1|42738694|2805958|1756283|1.59767|42|5804|457|20|2
HashTags_1|92542033|34755346|23939631|1.45179|99|20015|1104|23|1.15789
Hatred_1|26027696|11533096|11357726|1.01544|31|1178|103|6|1.25
IGlocations1_1|6321918|1779851|1759931|1.01132|18|660|14|2|1
Medicare1_1|12973420|3996314|3235265|1.23524|26|894|51|11|1.375
MedPayment1_1|16768400|4681724|4531817|1.03308|28|1191|114|8|2
MLB_1|18994088|2380651|2093993|1.1369|48|8256|332|15|1.25
Motos_1|42974217|2829428|1768586|1.59982|43|6090|484|21|1.90909
MulheresMil_1|62416953|5964864|4509196|1.32282|72|15881|3304|44|3.66667
NYC_1|36490617|3139541|1490986|2.10568|48|5382|917|24|2.18182
PanCreactomy1_1|18360922|4037727|3639696|1.10936|29|1555|209|12|1.5
Physicians_1|16768116|4686462|4520890|1.03662|28|1191|115|7|1.4
Provider_1|16202756|4588180|4493138|1.02115|28|1221|110|8|1.6
RealEstate1_1|17820728|4838606|4402423|1.09908|26|1330|117|9|1.5
Redfin1_1|22150976|9242876|8999936|1.02699|42|1398|90|9|1.2
Rentabilidad_1|70851322|16198993|14866214|1.08965|139|21693|1399|29|2.07143
Romance_1|21518242|9890585|9865871|1.0025|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8398659|1.10853|57|3588|249|18|2.125
TableroSistemaPenal_1|23289522|802109|287445|2.79048|27|2252|141|13|1.85714
Taxpayer_1|16195222|4592886|4487954|1.02338|28|1222|111|8|1.6
Telco_1|92222061|23897338|22234294|1.0748|176|54777|7307|72|1.18644
TrainsUK1_2|22067864|3440367|2833314|1.21426|27|1629|109|14|1.55556
TrainsUK2_1|18144855|3140981|2451222|1.28139|29|2406|347|14|1.75
Uberlandia_1|61320125|5959002|4594251|1.29706|72|15592|3348|42|2.8
USCensus_1|137735464|8738400|7972828|1.09602|518|533880|7222|49|1.66667
Wins_1|88869327|14701698|13656284|1.07655|254|174072|4494|89|1.91304
YaleLanguages_1|18012366|1520217|732100|2.07652|28|2358|457|19|3.16667
Average compression_ratio_improvement: 1.26151
Total ECRs computed: 912192
