Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165949|1.00401|10|12|2|1|1
Bimbo_1|3670016|319324|270967|1.17846|12|132|12|4|1.33333
CityMaxCapita_1|26049426|11018728|10782787|1.02188|31|380|88|8|1.33333
CMSprovider_1|16717728|3729276|3376939|1.10434|26|342|122|11|1.57143
CommonGovernment_1|62829650|8193179|7223961|1.13417|56|2070|433|23|1.76923
Corporations_1|11901857|5105751|3075012|1.6604|27|240|146|10|5
Eixo_1|60077487|5892367|4749449|1.24064|71|4160|2105|33|1.65
Euro2016_1|11418716|5779460|5241795|1.10257|10|30|20|4|4
Food_1|2758131|515805|523415|0.985461|6|20|1|1|1
Generico_1|42738694|2805958|2099958|1.3362|42|1722|316|18|1.8
HashTags_1|92542033|34753667|34347064|1.01184|99|5402|764|12|1.71429
Hatred_1|26027696|11533096|11374126|1.01398|31|342|64|7|1.75
IGlocations1_1|6321918|1779851|1773271|1.00371|18|56|5|1|1
Medicare1_1|12973420|3996314|3798496|1.05208|26|240|33|5|1
MedPayment1_1|16768400|4681724|4531161|1.03323|28|306|65|6|1.5
MLB_1|18994088|2380651|2229850|1.06763|48|2256|210|25|5
Motos_1|42974217|2829428|2120262|1.33447|43|1806|345|18|1.8
MulheresMil_1|62416953|5964864|4783814|1.24688|72|4290|2105|34|1.7
NYC_1|36490617|3139541|1735445|1.80907|48|1482|565|23|2.875
PanCreactomy1_1|18360922|4037727|3696674|1.09226|29|462|145|13|1.85714
Physicians_1|16768116|4686462|4536675|1.03302|28|306|65|6|1.5
Provider_1|16202756|4588180|4486748|1.02261|28|306|54|6|1.5
RealEstate1_1|17820728|4838606|4512372|1.0723|26|420|94|8|1.14286
Redfin1_1|22150976|9242876|9146412|1.01055|42|306|27|7|1.75
Rentabilidad_1|70851322|16198993|15478589|1.04654|139|6924|1097|25|1.66667
Romance_1|21518242|9890137|9890401|0.999973|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8550198|1.08888|57|992|169|18|2
TableroSistemaPenal_1|23289522|802109|377855|2.1228|27|702|111|11|1.375
Taxpayer_1|16195222|4592886|4496127|1.02152|28|306|58|6|1.5
Telco_1|92222061|23897338|23612601|1.01206|176|10932|1004|90|5.29412
TrainsUK1_2|22067864|3440367|3037998|1.13245|27|552|73|12|1.33333
TrainsUK2_1|18144855|3140981|2510660|1.25106|29|702|210|14|1.75
Uberlandia_1|61320125|5959002|4789783|1.24411|72|4290|2152|35|1.94444
USCensus_1|137735464|8738400|8259930|1.05793|518|92702|6064|52|2
Wins_1|88869327|14701698|14166125|1.03781|254|34686|3784|123|2.92857
YaleLanguages_1|18012366|1520217|804667|1.88925|28|650|325|16|2.28571
Average compression_ratio_improvement: 1.17989
Total ECRs computed: 180528
