Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1170865|0.999794|10|4|0|0|0
Bimbo_1|3670016|319324|345028|0.925502|12|92|11|3|1
CityMaxCapita_1|26049426|11018728|10920850|1.00896|31|204|29|4|1
CMSprovider_1|16717728|3729276|3714754|1.00391|26|202|26|5|1
CommonGovernment_1|62829650|8193179|8052680|1.01745|56|1208|116|9|1
Corporations_1|11901857|5105751|3273949|1.55951|27|144|82|6|1
Eixo_1|60077487|5892367|5602962|1.05165|71|2972|236|15|1
Euro2016_1|11418716|5779460|5261241|1.0985|10|20|8|2|1
Food_1|2758131|515805|518037|0.995691|6|8|3|1|1
Generico_1|42738694|2805958|2507509|1.11902|42|834|139|8|1
HashTags_1|92542033|34753667|33900719|1.02516|99|2572|196|9|1
Hatred_1|26027696|11533096|11564686|0.997268|31|154|7|4|1
IGlocations1_1|6321918|1779851|1780285|0.999756|18|212|0|0|0
Medicare1_1|12973420|3996314|3956311|1.01011|26|128|38|6|1
MedPayment1_1|16768400|4681724|4637347|1.00957|28|260|54|5|1
MLB_1|18994088|2380651|2407820|0.988716|48|968|429|21|1
Motos_1|42974217|2829428|2533903|1.11663|43|886|143|8|1
MulheresMil_1|62416953|5964864|5680624|1.05004|72|3080|236|15|1
NYC_1|36490617|3139541|2180164|1.44005|48|1130|107|7|1
PanCreactomy1_1|18360922|4037727|4008250|1.00735|29|292|61|6|1
Physicians_1|16768116|4686462|4642081|1.00956|28|260|54|5|1
Provider_1|16202756|4588180|4602586|0.99687|28|252|54|5|1
RealEstate1_1|17820728|4838606|4809674|1.00602|26|204|60|7|1
Redfin1_1|22150976|9242876|9131151|1.01224|42|170|43|6|1
Rentabilidad_1|70851322|16198992|16135304|1.00395|139|2576|84|7|1
Romance_1|21518242|9890585|9890401|1.00002|11|4|0|0|0
SalariesFrance_1|48707783|9310155|9249289|1.00658|57|480|28|5|1
TableroSistemaPenal_1|23289522|802109|808049|0.992649|27|366|4|1|1
Taxpayer_1|16195222|4592886|4606450|0.997055|28|252|54|5|1
Telco_1|92222061|23897338|23217053|1.0293|176|15972|12227|67|1
TrainsUK1_2|22067864|3440367|3367641|1.0216|27|194|57|7|1
TrainsUK2_1|18144855|3140981|3038811|1.03362|29|272|77|10|1
Uberlandia_1|61320125|5959002|5631201|1.05821|72|2834|245|17|1
USCensus_1|137735464|8738400|9216042|0.948173|518|90386|16743|105|1
Wins_1|88869327|14701698|14917598|0.985527|254|26304|10252|101|1
YaleLanguages_1|18012366|1520217|1449382|1.04887|28|410|14|5|1
Average compression_ratio_improvement: 1.04375
Total ECRs computed: 156306
