Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1170865|0.999794|10|52|0|0|0
Bimbo_1|3670016|319324|289096|1.10456|12|592|13|2|1
CityMaxCapita_1|26049426|11018728|10661740|1.03348|31|1353|154|8|1.16667
CMSprovider_1|16717728|3729276|3439390|1.08428|26|1163|162|13|2
CommonGovernment_1|62829650|8193179|7065952|1.15953|56|6987|536|24|1.53333
Corporations_1|11901857|5105751|3502025|1.45794|27|918|265|8|1.33333
Eixo_1|60077487|5892367|4567434|1.29008|71|15388|2043|39|3.8
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|514915|1.00173|6|70|5|3|3
Generico_1|42738694|2805958|1854423|1.51312|42|5804|431|19|2.375
HashTags_1|92542033|34753667|23962384|1.45034|99|20015|837|26|1.35294
Hatred_1|26027696|11533096|11343365|1.01673|31|1178|99|5|1.66667
IGlocations1_1|6321918|1779851|1782777|0.998359|18|660|24|4|1
Medicare1_1|12973420|3996314|3342359|1.19566|26|894|61|9|1
MedPayment1_1|16768400|4681724|4559770|1.02675|28|1191|103|9|1.4
MLB_1|18994088|2380651|2237125|1.06416|48|8256|143|17|1.25
Motos_1|42974217|2829428|1896306|1.49207|43|6090|490|20|2.11111
MulheresMil_1|62416953|5964864|4631417|1.28791|72|15881|1996|40|3.54545
NYC_1|36490617|3139541|1621530|1.93616|48|5382|812|22|2.2
PanCreactomy1_1|18360922|4037727|3733742|1.08142|29|1555|218|12|1.42857
Physicians_1|16768116|4686462|4529297|1.0347|28|1191|101|9|1.14286
Provider_1|16202756|4588180|4493973|1.02096|28|1221|125|10|1.33333
RealEstate1_1|17820728|4838606|4440302|1.0897|26|1330|138|9|1.8
Redfin1_1|22150976|9242876|9011962|1.02562|42|1398|65|11|1.5
Rentabilidad_1|70851322|16198993|14963542|1.08256|139|21693|991|26|2
Romance_1|21518242|9890137|9866289|1.00242|11|35|3|2|2
SalariesFrance_1|48707783|9310155|8466883|1.0996|57|3588|211|16|1.66667
TableroSistemaPenal_1|23289522|802109|271349|2.956|27|2252|99|14|2.8
Taxpayer_1|16195222|4592886|4497919|1.02111|28|1222|109|10|1.66667
Telco_1|92222061|23897338|22517078|1.0613|176|54777|7434|68|1.19608
TrainsUK1_2|22067864|3440367|2883023|1.19332|27|1629|97|12|1.83333
TrainsUK2_1|18144855|3140981|2476534|1.2683|29|2406|243|13|1.625
Uberlandia_1|61320125|5959002|4629069|1.2873|72|15592|1896|39|3.25
USCensus_1|137735464|8738400|8167512|1.0699|518|533880|1750|39|1.47059
Wins_1|88869327|14701698|13893337|1.05818|254|174072|1473|51|1.48148
YaleLanguages_1|18012366|1520217|745429|2.03939|28|2358|226|18|2.57143
Average compression_ratio_improvement: 1.23907
Total ECRs computed: 912192
