Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165378|1.0045|10|52|1|1|1
Bimbo_1|3670016|319324|271263|1.17717|12|592|17|3|1.5
CityMaxCapita_1|26049426|11018728|10664019|1.03326|31|1353|167|8|1.16667
CMSprovider_1|16717728|3729276|3459661|1.07793|26|1163|204|13|1.5
CommonGovernment_1|62829650|8193179|7226271|1.1338|56|6987|767|26|1.91667
Corporations_1|11901857|5105751|3334855|1.53103|27|918|226|8|2
Eixo_1|60077487|5892367|4551555|1.29458|71|15388|2312|40|3.7
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|514900|1.00176|6|70|3|3|2
Generico_1|42738694|2805958|1859129|1.50929|42|5804|424|17|1.7
HashTags_1|92542033|34753667|23942801|1.45153|99|20015|819|24|1.35294
Hatred_1|26027696|11533096|11343378|1.01673|31|1178|103|7|1.66667
IGlocations1_1|6321918|1779851|1766941|1.00731|18|660|11|4|1
Medicare1_1|12973420|3996314|3737834|1.06915|26|894|60|7|2
MedPayment1_1|16768400|4681724|4566245|1.02529|28|1191|176|12|1
MLB_1|18994088|2380651|2238285|1.0636|48|8256|136|20|1.33333
Motos_1|42974217|2829428|1917821|1.47533|43|6090|484|19|2
MulheresMil_1|62416953|5964864|4656407|1.281|72|15881|1760|37|3.08333
NYC_1|36490617|3139541|1800510|1.7437|48|5382|1415|25|1.71429
PanCreactomy1_1|18360922|4037727|3754596|1.07541|29|1555|231|12|1.5
Physicians_1|16768116|4686462|4554870|1.02889|28|1191|165|10|1
Provider_1|16202756|4588180|4522068|1.01462|28|1221|80|9|1.28571
RealEstate1_1|17820728|4838606|4445842|1.08834|26|1330|184|9|2
Redfin1_1|22150976|9242876|9011962|1.02562|42|1398|61|9|1.5
Rentabilidad_1|70851322|16198993|15087493|1.07367|139|21693|1264|28|1.58333
Romance_1|21518242|9890539|9880869|1.00098|11|35|1|1|1
SalariesFrance_1|48707783|9310155|8498870|1.09546|57|3588|276|15|1.625
TableroSistemaPenal_1|23289522|802109|333382|2.40598|27|2252|163|13|2.4
Taxpayer_1|16195222|4592886|4532808|1.01325|28|1222|83|9|1.28571
Telco_1|92222061|23897338|22521110|1.06111|176|54777|5736|61|1.08
TrainsUK1_2|22067864|3440367|2952153|1.16538|27|1629|87|10|1.42857
TrainsUK2_1|18144855|3140981|2533464|1.2398|29|2406|229|12|1.375
Uberlandia_1|61320125|5959002|4554346|1.30842|72|15592|1918|41|3.9
USCensus_1|137735464|8738400|8172629|1.06923|518|533880|2195|43|1.52941
Wins_1|88869327|14701699|13995694|1.05044|254|174072|974|40|1.19048
YaleLanguages_1|18012366|1520217|799643|1.90112|28|2358|203|17|2.125
Average compression_ratio_improvement: 1.21158
Total ECRs computed: 912192
