Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Bimbo_1|0|Equality|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|10997|6.57134|23.8378|39868|39936|6.5753|6.5641|1.5682|Equality|3|11|6.575298|6.564103|6.575298|22.590831|0|28332|PFOR|-1|176|176|1440|1369|2901|10976|0.997813|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CityMaxCapita_1|0|Equality|17|21|18_Long Domain|22_Short Domain|string|string|383796|372891|90922|53422|4.22116|6.9801|90898|84607|4.22227|4.40733|1.21588|Equality|17|21|4.641440|4.880900|4.641440|8.233859|0|31110|DICT|-1|1086|969|2228|2232|11353|45192|0.999380|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|-1|-1|-1|-1|-1|8209|
CityMaxCapita_1|0|Equality|22|1|23_State_Country|2_City_State|string|string|1142397|806374|209215|53|5.4604|15214.6|209191|161893|5.46102|4.98091|1.77325|Equality|22|1|5.461363|4.981892|5.461363|9606.761905|0|161777|DICT|-1|5751|5292|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|23966|-1|-1|-1|-1|-1|32|
CommonGovernment_1|0|Equality|7|13|8_award_type_code|14_cd_contactiontype|string|string|327684|327684|14252|21|22.9921|15604|14228|14228|23.0309|23.0309|1.99369|Equality|7|13|23.030925|23.030925|23.030925|3900.952381|0|14143|DICT|-1|5|5|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Equality|10|37|11_baseandexercisedoptionsvalue|38_obligatedamount|double|double|524288|524288|294673|70989|1.77922|7.38548|294649|298765|1.77936|1.75485|1.62285|Equality|10|37|1.779365|1.754851|1.779365|7.655628|0|230281|-1|-1|35778|37698|5700|5912|17121|70968|0.999662|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Equality|10|9|11_baseandexercisedoptionsvalue|10_baseandalloptionsvalue|double|double|524288|524288|294673|65805|1.77922|7.9673|294649|286405|1.77936|1.83058|1.6119|Equality|10|9|1.779365|1.830583|1.779365|7.775524|0|218977|PSEUDODECIMAL|-1|35778|33920|5612|5480|16857|65784|0.999635|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Equality|20|21|21_count_fetched|22_count_total|integer|integer|262144|262144|60294|21|4.34776|12483|60270|60270|4.34949|4.34949|1.99851|Equality|20|21|4.349494|4.349494|4.349494|3120.761905|0|60186|RLE|-1|536|536|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Equality|41|43|42_prod_or_serv_code|44_psc_code|string|string|524292|524292|83567|21|6.27391|24966.3|83543|83543|6.27571|6.27571|1.99892|Equality|41|43|6.275714|6.275714|6.275714|6241.523810|0|83458|DICT|-1|774|774|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
Corporations_1|0|Equality|4|16|5_city|17_location|string|string|262417|262410|262473|99|0.999787|2650.61|262449|262438|0.999878|0.999893|1.99902|Equality|4|16|0.999985|0.999985|0.999985|3123.571429|0|262329|UNCOMPRESSED|-1|29|29|0|1|21|54|0.481481|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|65505|65505|-1|-1|-1|-1|-1|24|
Corporations_1|0|Equality|8|2|9_facebook_account|3_angelco_account|string|string|465422|263249|273885|1482|1.69933|177.631|273864|263269|1.69946|0.999924|1.95061|Equality|8|2|1.707946|0.999985|1.707946|175.029255|0|261748|FSST|-1|4085|39|40|39|376|1445|0.980623|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|61352|65497|-1|-1|-1|-1|-1|16|
Corporations_1|0|Equality|15|22|16_linkedin_account|23_short_descriptiion|string|string|1764437|263091|661904|1112|2.6657|236.593|661880|263123|2.6658|0.999878|1.39514|Equality|15|22|2.682216|0.999985|2.682216|308.507042|0|262242|-1|-1|26950|11|8|11|213|1063|0.973659|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|37501|65525|-1|-1|-1|-1|-1|28|
Corporations_1|0|Equality|15|10|16_linkedin_account|11_founding_date|string|string|1764437|262168|661904|102|2.6657|2570.27|661880|262185|2.6658|0.999935|1.39586|Equality|15|10|2.682216|0.999985|2.682216|3120.761905|0|262087|FSST|-1|26950|2|0|2|21|68|0.588235|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|37501|65534|-1|-1|-1|-1|-1|13|
Corporations_1|0|Equality|18|7|19_name|8_crunchbase_account|string|string|1635835|276372|1012054|16497|1.61635|16.7529|1012030|276468|1.61639|0.999653|1.25273|Equality|18|7|1.616423|0.999986|1.616423|16.428741|0|259553|FSST|-1|63040|265|280|266|4210|16384|0.998291|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|4|65270|-1|-1|-1|-1|-1|92|
Corporations_1|0|Equality|25|17|26_twitter_account|18_long_description|string|string|300923|265017|179370|3158|1.67767|83.9193|179346|265073|1.67789|0.999789|2.4348|Equality|25|17|1.681153|0.999985|1.681153|155.787234|0|263319|FSST|-1|1258|23|20|23|423|3085|0.990924|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|64275|65513|-1|-1|-1|-1|-1|52|
Eixo_1|0|Equality|3|30|4_Cor da Pele|38_escolaridade do aluno|string|string|1605065|1610573|26533|10561|60.4932|152.502|26509|34691|60.5479|46.4262|1.64986|Equality|3|30|60.860160|46.576622|60.860160|148.570111|0|23738|DICT|-1|7|8|296|287|2710|10428|0.997315|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1431|1424|-1|-1|-1|-1|-1|112|
Eixo_1|0|Equality|20|55|28_desempregado|63_seguro_desenprego|string|string|390147|389826|10508|117|37.1286|3331.85|10484|10232|37.2136|38.0987|1.94974|Equality|20|55|38.204759|38.459550|38.204759|4640.619048|0|10051|DICT|-1|2|2|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1591|1698|-1|-1|-1|-1|-1|96|
Eixo_1|0|Equality|23|53|31_ds_tipo_beneficiario|61_populacao_campo|string|string|391008|389820|10717|109|36.4848|3576.33|10693|10201|36.5667|38.2139|1.92998|Equality|23|53|37.192809|38.546425|37.192809|4640.476190|0|10028|DICT|-1|6|1|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1672|1700|-1|-1|-1|-1|-1|88|
Eixo_1|0|Equality|33|42|41_instituicao|50_no_subdependencia_admin|string|string|359126|321218|29288|3093|12.2619|103.853|29264|10183|12.2719|31.5445|1.21821|Equality|33|42|14.781281|45.171987|14.781281|3821.476190|0|7026|DICT|-1|53|4|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|48253|53722|-1|-1|-1|-1|-1|3072|
Eixo_1|0|Equality|35|36|43_municipio_da_ue|44_municipio_do_local_da_oferta|string|string|1007176|1007927|77546|8317|12.9881|121.189|77522|83797|12.9921|12.0282|1.8788|Equality|35|36|12.992131|12.028199|12.992131|117.609528|0|75226|DICT|-1|382|557|436|419|2141|8296|0.996625|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
Eixo_1|0|Equality|37|2|45_no_dependencia_admin|3_Codigo Diploma_Certificado|string|string|903582|332963|11272|120069|80.1616|2.7731|11248|199214|80.3327|1.67138|1.60241|Equality|37|2|80.332681|1.743216|80.332681|3.020953|0|80787|DICT|-1|3|5124|5028|5124|27442|111839|0.999750|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|60412|-1|-1|-1|-1|-1|8209|
Eixo_1|0|Equality|38|40|46_no_modalidade|48_no_programa|string|string|393684|393684|10383|133|37.9162|2960.03|10359|10359|38.0041|38.0041|1.97014|Equality|38|40|38.419440|38.419440|38.419440|4686.476190|0|10162|DICT|-1|2|2|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1424|1424|-1|-1|-1|-1|-1|112|
Eixo_1|0|Equality|52|50|60_pcd|58_nu_telefone_celular|string|string|393220|390924|30|1433|13107.3|272.801|6|11436|65536.7|34.1836|7.82092|Equality|52|50|65536.666667|34.543077|65536.666667|357.860806|0|10224|ONE_VALUE|-1|1|65|56|70|273|1292|0.978328|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|1428|-1|-1|-1|-1|-1|120|
Eixo_1|0|Equality|54|17|62_povo_indigena|20_comunidade_quilombola|string|string|389820|389820|10225|109|38.1242|3576.33|10201|10201|38.2139|38.2139|1.97426|Equality|54|17|38.546425|38.546425|38.546425|4640.476190|0|10028|DICT|-1|1|1|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1700|1700|-1|-1|-1|-1|-1|88|
Eixo_1|0|Equality|67|66|77_uf_do_local_da_oferta|76_uf_da_ue|string|string|393220|393220|41589|63|9.4549|6241.59|41565|41565|9.46036|9.46036|1.99582|Equality|67|66|9.460363|9.460363|9.460363|4681.142857|0|41480|DICT|-1|27|27|0|1|21|42|0.333333|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
