Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|6|0|0
Bimbo_1|0|3670016|319324|297975|1.07165|101|3|1
CityMaxCapita_1|0|26049426|11018728|11021934|0.999709|128|29|4
CMSprovider_1|0|16717728|3729276|3724121|1.00138|82|23|1
CommonGovernment_1|0|62829650|8193179|8052011|1.01753|397|12|4
Corporations_1|0|11901857|5105751|5106395|0.999874|92|0|0
Eixo_1|0|60077487|5892367|5422289|1.08669|769|91|10
Euro2016_1|0|11418716|5779460|5779701|0.999958|11|0|0
Food_1|0|2758131|515805|512162|1.00711|12|1|1
Generico_1|0|42738694|2805958|2666120|1.05245|574|49|5
HashTags_1|0|92542033|34753667|34743597|1.00029|2667|218|5
Hatred_1|0|26027696|11533096|11538666|0.999517|130|7|1
IGlocations1_1|0|6321918|1779851|1860125|0.956845|114|7|7
Medicare1_1|0|12973420|3996314|3991696|1.00116|143|10|4
MedPayment1_1|0|16768400|4681724|4689854|0.998266|82|22|1
MLB_1|0|18994088|2380651|2250966|1.05761|1288|188|10
Motos_1|0|42974217|2829428|2688382|1.05247|588|51|5
MulheresMil_1|0|62416953|5964864|5493613|1.08578|781|88|10
NYC_1|0|36490617|3139541|3077773|1.02007|153|51|3
PanCreactomy1_1|0|18360922|4037727|4034470|1.00081|92|25|1
Physicians_1|0|16768116|4686462|4694424|0.998304|82|23|1
Provider_1|0|16202756|4588180|4548410|1.00874|121|40|3
RealEstate1_1|0|17820728|4838606|4741698|1.02044|85|1|1
Redfin1_1|0|22150976|9242876|9206041|1.004|79|39|4
Rentabilidad_1|0|70851322|16198992|16146118|1.00327|1188|34|3
Romance_1|0|21518242|9890585|9866319|1.00246|5|2|1
SalariesFrance_1|0|48707783|9310155|9316112|0.999361|174|24|2
TableroSistemaPenal_1|0|23289522|802109|746339|1.07472|104|4|1
Taxpayer_1|0|16195222|4592886|4556253|1.00804|121|40|3
Telco_1|0|92222061|23897338|23901572|0.999823|94|0|0
TrainsUK1_2|0|22067864|3440367|3440613|0.999929|92|3|1
TrainsUK2_1|0|18144855|3140981|2943184|1.06721|338|70|6
Uberlandia_1|0|61320125|5959002|5334745|1.11702|976|117|12
USCensus_1|0|137735464|8738400|8335548|1.04833|91912|1832|33
Wins_1|0|88869327|14701699|14268480|1.03036|29729|2167|57
YaleLanguages_1|0|18012366|1520217|1306533|1.16355|202|35|5
