Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|52|3|1|1
Bimbo_1|3670016|319324|250547|1.27451|12|592|19|2|1
CityMaxCapita_1|26049426|11018728|10702016|1.02959|31|1353|119|5|1
CMSprovider_1|16717728|3729276|3391925|1.09946|26|1163|178|9|1
CommonGovernment_1|62829650|8193179|7161012|1.14414|56|6987|668|18|1
Corporations_1|11901857|5105751|3635201|1.40453|27|918|421|8|1
Eixo_1|60077487|5892367|4944119|1.19179|71|15388|3224|28|1
Euro2016_1|11418716|5779460|5240256|1.1029|10|119|44|3|1
Food_1|2758131|515805|515949|0.999721|6|70|0|0|0
Generico_1|42738694|2805958|1932726|1.45181|42|5804|432|14|1
HashTags_1|92542033|34753667|24217947|1.43504|99|20015|657|19|1
Hatred_1|26027696|11533096|11357451|1.01547|31|1178|90|3|1
IGlocations1_1|6321918|1779851|1759931|1.01132|18|660|6|2|1
Medicare1_1|12973420|3996314|3308808|1.20778|26|894|44|7|1
MedPayment1_1|16768400|4681724|4516231|1.03664|28|1191|96|6|1
MLB_1|18994088|2380651|2140148|1.11238|48|8256|99|10|1
Motos_1|42974217|2829428|1962684|1.44161|43|6090|447|14|1
MulheresMil_1|62416953|5964864|4936883|1.20822|72|15881|3278|28|1
NYC_1|36490617|3139541|1693480|1.8539|48|5382|957|17|1
PanCreactomy1_1|18360922|4037727|3664924|1.10172|29|1555|193|10|1
Physicians_1|16768116|4686462|4518500|1.03717|28|1191|93|6|1
Provider_1|16202756|4588180|4483268|1.0234|28|1221|80|6|1
RealEstate1_1|17820728|4838606|4527781|1.06865|26|1330|88|7|1
Redfin1_1|22150976|9242876|9001889|1.02677|42|1398|51|6|1
Rentabilidad_1|70851322|16198993|15049075|1.07641|139|21693|1294|20|1
Romance_1|21518242|9890137|9865871|1.00246|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8641106|1.07743|57|3588|246|11|1
TableroSistemaPenal_1|23289522|802109|457694|1.7525|27|2252|134|9|1
Taxpayer_1|16195222|4592886|4492292|1.02239|28|1222|76|6|1
Telco_1|92222061|23897338|22181445|1.07736|176|54777|1657|49|1
TrainsUK1_2|22067864|3440367|2969950|1.15839|27|1629|104|9|1
TrainsUK2_1|18144855|3140981|2559402|1.22723|29|2406|288|10|1
Uberlandia_1|61320125|5959002|4951157|1.20356|72|15592|3347|30|1
USCensus_1|137735464|8738400|8041112|1.08672|518|533880|4485|36|1
Wins_1|88869327|14701699|13747861|1.06938|254|174072|2998|46|1
YaleLanguages_1|18012366|1520217|965478|1.57457|28|2358|410|11|1
Average compression_ratio_improvement: 1.18383
Total ECRs computed: 912192
