Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1170865|0.999794|10|12|0|0|0
Bimbo_1|3670016|319324|261336|1.22189|12|132|10|3|1.5
CityMaxCapita_1|26049426|11018728|11088058|0.993747|31|380|84|8|2
CMSprovider_1|16717728|3729276|3443814|1.08289|26|342|99|9|2.25
CommonGovernment_1|62829650|8193179|7343061|1.11577|56|2070|247|19|1.72727
Corporations_1|11901857|5105751|4120643|1.23907|27|240|71|5|2.5
Eixo_1|60077487|5892367|4945538|1.19145|71|4160|892|20|1.42857
Euro2016_1|11418716|5779460|5242993|1.10232|10|30|15|3|3
Food_1|2758131|515805|524166|0.984049|6|20|3|2|2
Generico_1|42738694|2805958|2202818|1.2738|42|1722|290|14|2
HashTags_1|92542033|34753667|34561000|1.00557|99|5402|750|14|2
Hatred_1|26027696|11533096|11645665|0.990334|31|342|64|8|1.6
IGlocations1_1|6321918|1779851|1773271|1.00371|18|56|1|1|1
Medicare1_1|12973420|3996314|3853647|1.03702|26|240|41|6|2
MedPayment1_1|16768400|4681724|4581346|1.02191|28|306|44|6|1.5
MLB_1|18994088|2380651|2479745|0.960039|48|2256|201|17|5.66667
Motos_1|42974217|2829428|2178320|1.2989|43|1806|300|15|1.875
MulheresMil_1|62416953|5964864|4902807|1.21662|72|4290|984|23|2.09091
NYC_1|36490617|3139541|2066652|1.51914|48|1482|501|22|2.75
PanCreactomy1_1|18360922|4037727|3708977|1.08864|29|462|135|11|1.57143
Physicians_1|16768116|4686462|4586381|1.02182|28|306|42|6|1.5
Provider_1|16202756|4588180|4519254|1.01525|28|306|46|6|1.5
RealEstate1_1|17820728|4838606|4575596|1.05748|26|420|111|7|1.16667
Redfin1_1|22150976|9242876|9316118|0.992138|42|306|47|9|2.25
Rentabilidad_1|70851322|16198993|15572846|1.04021|139|6924|646|18|1.63636
Romance_1|21518242|9890137|9890401|0.999973|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8638174|1.07779|57|992|211|15|1.36364
TableroSistemaPenal_1|23289522|802109|438545|1.82902|27|702|77|8|1.14286
Taxpayer_1|16195222|4592886|4569882|1.00503|28|306|51|7|1.75
Telco_1|92222061|23897338|24390447|0.979783|176|10932|1589|77|4.8125
TrainsUK1_2|22067864|3440367|3096743|1.11096|27|552|62|10|1.42857
TrainsUK2_1|18144855|3140981|2723878|1.15313|29|702|191|12|1.2
Uberlandia_1|61320125|5959002|4976460|1.19744|72|4290|1000|22|1.57143
USCensus_1|137735464|8738400|9012975|0.969536|518|92702|3295|101|3.48276
Wins_1|88869327|14701699|15102723|0.973447|254|34686|1622|74|2.74074
YaleLanguages_1|18012366|1520217|873301|1.74077|28|650|172|13|1.85714
Average compression_ratio_improvement: 1.12529
Total ECRs computed: 180528
