Relation|RowGroup|Column|uncompressed|bb_compressed|c3_compressed|compression_ratio_improvement|bb_cr|c3_cr|datatype|C3_source_target|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
CityMaxCapita_1|0|13_Keyword|646505|26260|26284|0.999087|24.6194|24.5969|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|14_LPF|524288|146265|146289|0.999836|3.58451|3.58392|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|15_Language|393571|19216|3363|5.71395|20.4814|117.03|string|target|Dict_1toN|0|14|34.476756|20.481422|34.476756|138.435104|0|16373|BP|-1|2|21|-1|-1|-1|-1|-1.000000|621|233|0.931330|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|0|2192|3088|12|24|-1|-1||0|14
CityMaxCapita_1|0|16_Lat|524288|268247|268271|0.999911|1.9545|1.95432|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|17_Listed Number|262144|42969|43017|0.998884|6.10077|6.09396|integer|target|DFOR|0|16|34.476756|6.102048|34.476756|10.796260|0|18679|-1|BP|2|613|-1|-1|-1|-1|-1.000000|9|20|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|5881|2|1|24272|42981|-1|-1|-1|-1||0|16
CityMaxCapita_1|0|18_Long Domain|383796|90898|37013|2.45584|4.22227|10.3692|string|target|Dict_1toN|21|17|4.880900|4.641440|4.880900|14.013290|0|55301|BP|-1|969|1086|-1|-1|-1|-1|-1.000000|21410|21430|0.999253|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|2080|11673|3880|3892|-1|-1||21|17
CityMaxCapita_1|0|19_Long|524288|268247|268271|0.999911|1.9545|1.95432|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|20_Number of Records|262144|4|2101|0.00190386|65536|124.771|integer|source|Dict_1toN|19|5|65536.000000|9.188846|126.700822|12.260605|-2065|14295|BP|-1|1|552|-1|-1|-1|-1|-1.000000|4416|4428|0.997290|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|38320|57832|8|20|-1|-1||19|5
CityMaxCapita_1|0|21_Region|776748|15797|10495|1.50519|49.1706|74.0112|string|source|Dict_1toN|20|23|49.295424|8.947145|49.295424|18.283278|0|22152|BP|-1|5|50|-1|-1|-1|-1|-1.000000|300|320|0.950000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|2533|20888|21684|24|36|-1|-1||20|23
CityMaxCapita_1|0|22_Short Domain|372891|84607|66421|1.2738|4.40733|5.61405|string|source|Dict_1toN|21|17|4.880900|4.641440|4.880900|14.013290|0|55301|BP|-1|969|1086|-1|-1|-1|-1|-1.000000|21410|21430|0.999253|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|2080|11673|3880|3892|-1|-1||21|17
CityMaxCapita_1|0|23_State_Country|1142397|209191|437612|0.478028|5.46102|2.61052|string|source|Equality|22|1|5.461363|4.981892|5.461363|1917.571429|0|161440|-1|-1|5751|5292|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|23966|-1|-1|-1|-1|-1|32||22|1
CityMaxCapita_1|0|24_State|388154|43423|22058|1.96858|8.9389|17.597|string|target|Dict_1toN|20|23|49.295424|8.947145|49.295424|18.283278|0|22152|BP|-1|5|50|-1|-1|-1|-1|-1.000000|300|320|0.950000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|2533|20888|21684|24|36|-1|-1||20|23
CityMaxCapita_1|0|25_Tweet Text|5682890|3428370|3428394|0.999993|1.65761|1.6576|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|26_Tweets|262144|133436|133460|0.99982|1.96457|1.96421|integer|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|27_Twitter Client|1410658|50557|24356|2.07575|27.9023|57.9183|string|target|Dict_1toN|0|26|34.476756|27.902328|34.476756|77.005186|0|32238|-1|-1|2|46|-1|-1|-1|-1|-1.000000|5545|1330|0.987970|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|0|12744|22984|12|24|-1|-1||0|26
CityMaxCapita_1|0|28_User Bio|4002248|2473691|2473715|0.99999|1.61793|1.61791|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|29_User Loc|795139|392334|130957|2.9959|2.02669|6.07176|string|target|Dict_Sharing|22|28|5.461363|2.070001|2.745526|6.928712|-206916|269365|-1|-1|5751|14506|-1|-1|-1|-1|-1.000000|311063|349666|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|25096|114760|130945|-1|-1|-1|-1||22|28
CityMaxCapita_1|0|30_Username 1|997422|607549|607573|0.99996|1.64171|1.64165|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|31_Username|1014674|651130|651154|0.999963|1.55833|1.55827|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|1_AVERAGE_MEDICARE_ALLOWED_AMT|524288|327026|327050|0.999927|1.6032|1.60308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|2_AVERAGE_MEDICARE_PAYMENT_AMT|524288|524134|524158|0.999954|1.00029|1.00025|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|3_AVERAGE_SUBMITTED_CHRG_AMT|524288|367746|367770|0.999935|1.42568|1.42559|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|4_BENE_DAY_SRVC_CNT|262144|68805|52829|1.30241|3.80996|4.96212|integer|target|DFOR|4|3|4.071571|3.810454|3.764868|11.017694|0|39759|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|20616|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|5_BENE_UNIQUE_CNT|262144|64393|74638|0.862737|4.071|3.51221|integer|source|DFOR|4|3|4.071571|3.810454|3.764868|11.017694|0|39759|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|20616|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|6_HCPCS_CODE|589823|100977|22804|4.42804|5.84116|25.8649|string|target|Dict_1toN|6|5|23.456917|5.841683|23.456917|27.042456|0|79157|BP|-1|1439|1521|-1|-1|-1|-1|-1.000000|13689|13709|0.998833|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2344|3305|5760|5772|-1|-1||6|5
CMSprovider_1|0|7_HCPCS_DESCRIPTION|4087274|174255|161557|1.0786|23.4557|25.2993|string|source|Dict_1toN|6|5|23.456917|5.841683|23.456917|27.042456|0|79157|BP|-1|1439|1521|-1|-1|-1|-1|-1.000000|13689|13709|0.998833|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2344|3305|5760|5772|-1|-1||6|5
CMSprovider_1|0|8_HCPCS_DRUG_INDICATOR|327683|10301|2119|4.86126|31.8108|154.64|string|source|Dict_1toN|7|11|31.838613|6.346151|31.838613|16.094520|0|45521|-1|-1|1|436|-1|-1|-1|-1|-1.000000|5480|5500|0.997091|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1386|24128|54969|8|20|-1|-1||7|11
CMSprovider_1|0|9_LINE_SRVC_CNT|524288|81706|81730|0.999706|6.41676|6.41488|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|10_MEDICARE_PARTICIPATION_INDICATOR|327683|18010|1617|11.1379|18.1945|202.649|string|target|Dict_1to1|21|9|30.304541|18.203600|30.304541|220.959541|0|16518|BP|-1|2|2|180|188|1440|1528|0.984293|20|20|0.400000|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||21|9
CMSprovider_1|0|11_NPI|262144|175477|116772|1.50273|1.49389|2.24492|integer|target|Dict_Sharing|20|10|65536.000000|1.493894|4.809893|2.525083|-54497|71660|-1|-1|1|14681|-1|-1|-1|-1|-1.000000|52436|58736|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|103816|116760|-1|-1|-1|-1||20|10
CMSprovider_1|0|12_NPPES_CREDENTIALS|476945|77944|60507|1.28818|6.11907|7.88248|string|target|Dict_1toN|7|11|31.838613|6.346151|31.838613|16.094520|0|45521|-1|-1|1|436|-1|-1|-1|-1|-1.000000|5480|5500|0.997091|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1386|24128|54969|8|20|-1|-1||7|11
CMSprovider_1|0|13_NPPES_ENTITY_CODE|327683|10322|2140|4.82336|31.7461|153.123|string|source|Dict_1toN|12|18|31.773781|3.984367|31.773781|6.831386|0|60117|BP|-1|2|2535|-1|-1|-1|-1|-1.000000|46919|47103|0.999660|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|37184|94937|12|24|-1|-1||12|18
CMSprovider_1|0|14_NPPES_PROVIDER_CITY|856974|111579|104993|1.06273|7.68042|8.1622|string|source|Dict_1toN|13|17|7.681043|5.258919|7.681043|7.368293|0|77174|-1|-1|1599|7285|-1|-1|-1|-1|-1.000000|163158|161524|0.999901|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|22828|51393|6400|6412|-1|-1||13|17
CMSprovider_1|0|15_NPPES_PROVIDER_COUNTRY|393218|34926|545|64.0844|11.2586|721.501|string|target|Dict_1to1|7|14|31.838613|11.261506|31.838613|698.433393|0|34354|-1|-1|1|9|60|49|480|416|0.942308|16|16|0.250000|55|74|0.783784|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||7|14
CMSprovider_1|0|16_NPPES_PROVIDER_GENDER|327580|10661|2512|4.24403|30.7269|130.406|string|target|Dict_1toN|7|15|31.838613|30.784701|31.838613|134.695724|0|8209|BP|-1|1|2|-1|-1|-1|-1|-1.000000|10|30|0.466667|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|104|2396|2444|8|20|-1|-1||7|15
CMSprovider_1|0|17_NPPES_PROVIDER_STATE|393218|33512|12871|2.60368|11.7336|30.5507|string|target|Dict_1to1|13|16|7.681043|11.736800|7.681043|37.632118|0|23054|BP|-1|1599|58|460|754|3680|6056|0.996037|6408|6408|0.998127|349|368|0.956522|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||13|16
CMSprovider_1|0|18_NPPES_PROVIDER_STREET1|1417689|269587|219347|1.22904|5.25874|6.46322|string|target|Dict_1toN|13|17|7.681043|5.258919|7.681043|7.368293|0|77174|-1|-1|1599|7285|-1|-1|-1|-1|-1.000000|163158|161524|0.999901|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|22828|51393|6400|6412|-1|-1||13|17
CMSprovider_1|0|19_NPPES_PROVIDER_STREET2|574745|152459|142082|1.07304|3.76983|4.04516|string|target|Dict_1toN|12|18|31.773781|3.984367|31.773781|6.831386|0|60117|BP|-1|2|2535|-1|-1|-1|-1|-1.000000|46919|47103|0.999660|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|37184|94937|12|24|-1|-1||12|18
CMSprovider_1|0|20_NPPES_PROVIDER_ZIP|262144|130225|83242|1.56441|2.01301|3.14918|integer|target|Dict_1toN|13|19|7.681043|2.013379|7.681043|4.657688|0|73919|-1|-1|1599|6757|-1|-1|-1|-1|-1.000000|27588|27192|0.999559|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|18|22276|49620|6400|6412|-1|-1||13|19
CMSprovider_1|0|21_Number of Records|262144|4|60821|6.57668e-05|65536|4.31009|integer|source|Dict_Sharing|20|10|65536.000000|1.493894|4.809893|2.525083|-54497|71660|-1|-1|1|14681|-1|-1|-1|-1|-1.000000|52436|58736|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|103816|116760|-1|-1|-1|-1||20|10
CMSprovider_1|0|22_PLACE_OF_SERVICE|327683|10822|2640|4.09924|30.2793|124.122|string|source|Dict_1to1|21|9|30.304541|18.203600|30.304541|220.959541|0|16518|BP|-1|2|2|180|188|1440|1528|0.984293|20|20|0.400000|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9||21|9
CMSprovider_1|0|23_PROVIDER_TYPE|1308794|45448|45472|0.999472|28.7976|28.7824|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|24_STDEV_MEDICARE_ALLOWED_AMT|524288|171183|171207|0.99986|3.06273|3.0623|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|25_STDEV_MEDICARE_PAYMENT_AMT|524288|508599|508623|0.999953|1.03085|1.0308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|26_STDEV_SUBMITTED_CHRG_AMT|524288|249175|249199|0.999904|2.1041|2.10389|double|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|1_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|2_a_aid_acontid_agencyid|524292|62986|4982|12.6427|8.32395|105.237|string|target|Dict_1to1|12|1|47.815146|8.323813|47.815146|125.518793|0|58809|-1|-1|136|131|320|413|2560|3328|0.992788|556|556|0.978417|1049|1068|0.985019|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|1
CommonGovernment_1|0|3_a_aid_acontid_piid|966447|529121|529145|0.999955|1.82651|1.82643|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|4_ag_name|3538948|40481|26971|1.50091|87.4224|131.213|string|source|Dict_1to1|3|4|87.422445|9.609247|87.422445|947.518072|0|40506|-1|-1|39|39|0|0|0|-1|-1.000000|168|168|0.928571|235|254|0.937008|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|4
CommonGovernment_1|0|5_agency_code|393220|40921|452|90.5332|9.60925|869.956|string|target|Dict_1to1|3|4|87.422445|9.609247|87.422445|947.518072|0|40506|-1|-1|39|39|0|0|0|-1|-1.000000|168|168|0.928571|235|254|0.937008|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|4
CommonGovernment_1|0|6_ase_rowid|262144|155296|155320|0.999845|1.68803|1.68777|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|7_award_type|1163451|14291|178|80.2865|81.4114|6536.24|string|target|Dict_1to1|7|6|23.030925|81.411448|23.030925|8251.425532|0|14150|BP|-1|5|5|0|0|0|-1|-1.000000|32|32|0.625000|97|116|0.862069|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||7|6
CommonGovernment_1|0|8_award_type_code|327684|14228|12038|1.18192|23.0309|27.2208|string|source|Dict_1toN|7|23|23.030925|10.265262|23.030925|53.216403|0|20611|-1|-1|5|7|-1|-1|-1|-1|-1.000000|748|96|0.875000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|4193|4136|12048|24|36|-1|-1||7|23
CommonGovernment_1|0|9_award_type_key|262144|214|238|0.89916|1224.97|1101.45|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|10_baseandalloptionsvalue|524288|286405|286429|0.999916|1.83058|1.83043|double|source|Equality|9|10|1.830583|1.779365|1.830583|8.156863|0|230373|PSEUDODECIMAL|-1|33920|35778|5321|5480|3213|65784|0.999635|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||9|10
CommonGovernment_1|0|11_baseandexercisedoptionsvalue|524288|294649|65805|4.47761|1.77936|7.9673|double|target|Equality|9|10|1.830583|1.779365|1.830583|8.156863|0|230373|PSEUDODECIMAL|-1|33920|35778|5321|5480|3213|65784|0.999635|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||9|10
CommonGovernment_1|0|12_bureau_code|393220|29641|1032|28.7219|13.2661|381.027|string|target|Dict_1to1|12|11|47.815146|13.266084|47.815146|395.195980|0|28646|BP|-1|136|71|0|0|0|-1|-1.000000|556|556|0.978417|427|446|0.964126|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|11
CommonGovernment_1|0|13_bureau_name|2883588|60307|42225|1.42823|47.8151|68.291|string|source|Dict_1to1|12|1|47.815146|8.323813|47.815146|125.518793|0|58809|-1|-1|136|131|320|413|2560|3328|0.992788|556|556|0.978417|1049|1068|0.985019|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|1
CommonGovernment_1|0|14_cd_contactiontype|327684|14228|155356|0.0915832|23.0309|2.10925|string|source|Dict_Sharing|13|52|23.030925|3.287513|2.309569|8.490810|-127653|157249|-1|-1|5|11231|-1|-1|-1|-1|-1.000000|127682|143363|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|99352|113264|-1|-1|-1|-1||13|52
CommonGovernment_1|0|15_co_name|3145681|156335|114038|1.3709|20.1214|27.5845|string|target|Dict_1toN|12|14|47.815146|20.122571|47.815146|30.002299|0|51478|-1|-1|136|1486|-1|-1|-1|-1|-1.000000|73246|71731|0.999777|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|1|31036|41729|548|560|-1|-1||12|14
CommonGovernment_1|0|16_co_state|391900|44641|44838|0.995606|8.77893|8.74035|string|target|Dict_1toN|55|15|50.986288|8.808919|50.986288|11.133206|0|9288|BP|-1|2|57|-1|-1|-1|-1|-1.000000|939|428|0.962617|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|660|34232|44368|12|24|-1|-1||55|15
CommonGovernment_1|0|17_code|393220|41423|27409|1.51129|9.49279|14.3464|string|source|Dict_1to1|16|26|9.492794|12.492101|9.492794|727.123440|0|41246|-1|-1|44|45|20|18|160|168|0.857143|188|188|0.936170|361|380|0.957895|-1.000000|-1|-1|-1|-1|0|9|-1|-1|-1|-1|-1|20||16|26
CommonGovernment_1|0|18_contract_num|3489098|1154897|1154921|0.999979|3.02113|3.02107|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|19_contract_signeddate|1572868|66331|67493|0.982783|23.7124|23.3042|string|source|Dict_1to1|18|50|23.712412|22.771773|23.712412|401.848041|0|62442|BP|-1|138|138|0|0|0|-1|-1.000000|564|564|0.978723|3175|3194|0.994991|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||18|50
CommonGovernment_1|0|20_contractingofficeagencyid|524292|57915|1750|33.0943|9.05278|299.595|string|target|Dict_1to1|12|19|47.815146|9.052784|47.815146|313.384340|0|56242|-1|-1|136|138|0|2|0|40|0.400000|556|556|0.978417|1105|1124|0.985765|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||12|19
CommonGovernment_1|0|21_count_fetched|262144|60270|21|2870|4.34949|12483|integer|target|Equality|21|20|4.349494|4.349494|4.349494|624.000000|0|59849|-1|-1|536|536|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||21|20
