Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165949|1.00401|10|52|3|1|1
Bimbo_1|3670016|319324|264828|1.20578|12|592|33|4|1.5
CityMaxCapita_1|26049426|11018728|10690040|1.03075|31|1353|216|14|1.66667
CMSprovider_1|16717728|3729276|3378627|1.10378|26|1163|233|12|1.375
CommonGovernment_1|62829650|8193179|6947933|1.17923|56|6987|658|28|1.85714
Corporations_1|11901857|5105751|3838032|1.3303|27|918|401|8|1.33333
Eixo_1|60077487|5892367|4545634|1.29627|71|15388|3278|41|2.92857
Euro2016_1|11418716|5779460|5233302|1.10436|10|119|49|3|1
Food_1|2758131|515805|514250|1.00302|6|70|10|2|1
Generico_1|42738694|2805958|1809022|1.55109|42|5804|586|20|1.66667
HashTags_1|92542033|34755346|23929188|1.45242|99|20015|1355|26|1.26316
Hatred_1|26027696|11533096|11360519|1.01519|31|1178|170|11|1.5
IGlocations1_1|6321918|1779851|1766945|1.0073|18|660|51|6|1
Medicare1_1|12973420|3996314|3329084|1.20042|26|894|130|10|1
MedPayment1_1|16768400|4681724|4534583|1.03245|28|1191|156|11|1.66667
MLB_1|18994088|2380651|2093942|1.13692|48|8256|1228|24|1.41667
Motos_1|42974217|2829428|1836826|1.54039|43|6090|626|21|1.90909
MulheresMil_1|62416953|5964864|4589143|1.29978|72|15881|3290|41|2.5625
NYC_1|36490617|3139541|1597678|1.96506|48|5382|974|23|2.44444
PanCreactomy1_1|18360922|4037727|3700882|1.09102|29|1555|271|14|1.75
Physicians_1|16768116|4686462|4536343|1.03309|28|1191|157|11|1.42857
Provider_1|16202756|4588180|4502267|1.01908|28|1221|157|12|1.83333
RealEstate1_1|17820728|4838606|4396897|1.10046|26|1330|146|9|1.5
Redfin1_1|22150976|9242876|9002359|1.02672|42|1398|100|11|1.16667
Rentabilidad_1|70851322|16198993|14854686|1.0905|139|21693|1472|31|2.14286
Romance_1|21518242|9890585|9865871|1.0025|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8452574|1.10146|57|3588|325|18|1.77778
TableroSistemaPenal_1|23289522|802109|287625|2.78873|27|2252|161|13|2.16667
Taxpayer_1|16195222|4592886|4509282|1.01854|28|1222|160|13|2
Telco_1|92222061|23897338|22330416|1.07017|176|54777|11315|76|1.09677
TrainsUK1_2|22067864|3440367|2953463|1.16486|27|1629|158|14|1.44444
TrainsUK2_1|18144855|3140981|2459980|1.27683|29|2406|412|14|1.75
Uberlandia_1|61320125|5959002|4652140|1.28092|72|15592|3396|40|2.5
USCensus_1|137735464|8738400|8030225|1.08819|518|533880|22640|138|1.68966
Wins_1|88869327|14701699|13740838|1.06993|254|174072|17617|148|2.39216
YaleLanguages_1|18012366|1520217|741421|2.05041|28|2358|466|19|3.16667
Average compression_ratio_improvement: 1.24255
Total ECRs computed: 912192
