Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165949|1.00401|10|52|3|1|1
Bimbo_1|3670016|319324|277613|1.15025|12|592|33|4|1.33333
CityMaxCapita_1|26049426|11018728|10703898|1.02941|31|1353|216|14|2
CMSprovider_1|16717728|3729276|3384620|1.10183|26|1163|233|12|1.5
CommonGovernment_1|62829650|8193179|6983299|1.17325|56|6987|658|28|2
Corporations_1|11901857|5105751|3838219|1.33024|27|918|401|8|1.33333
Eixo_1|60077487|5892367|4545634|1.29627|71|15388|3278|41|2.92857
Euro2016_1|11418716|5779460|5233302|1.10436|10|119|49|3|1
Food_1|2758131|515805|514250|1.00302|6|70|10|2|1
Generico_1|42738694|2805958|1809022|1.55109|42|5804|586|20|1.66667
HashTags_1|92542033|34753667|23962974|1.45031|99|20015|1355|26|1.3
Hatred_1|26027696|11533096|11393861|1.01222|31|1178|170|11|2.2
IGlocations1_1|6321918|1779851|1821825|0.97696|18|660|51|6|3
Medicare1_1|12973420|3996314|3331944|1.19939|26|894|130|10|1.11111
MedPayment1_1|16768400|4681724|4537934|1.03169|28|1191|156|11|1.83333
MLB_1|18994088|2380651|2122056|1.12186|48|8256|1228|24|1.84615
Motos_1|42974217|2829428|1836826|1.54039|43|6090|626|21|1.90909
MulheresMil_1|62416953|5964864|4589143|1.29978|72|15881|3290|41|2.5625
NYC_1|36490617|3139541|1604262|1.957|48|5382|974|23|2.55556
PanCreactomy1_1|18360922|4037727|3700882|1.09102|29|1555|271|14|1.75
Physicians_1|16768116|4686462|4539458|1.03238|28|1191|157|11|1.57143
Provider_1|16202756|4588180|4505983|1.01824|28|1221|157|12|2
RealEstate1_1|17820728|4838606|4396897|1.10046|26|1330|146|9|1.5
Redfin1_1|22150976|9242876|9029611|1.02362|42|1398|100|11|1.83333
Rentabilidad_1|70851322|16198993|14864516|1.08978|139|21693|1472|31|2.06667
Romance_1|21518242|9890585|9866319|1.00246|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8462332|1.10019|57|3588|325|18|1.8
TableroSistemaPenal_1|23289522|802109|287625|2.78873|27|2252|161|13|2.16667
Taxpayer_1|16195222|4592886|4513297|1.01763|28|1222|160|13|2.16667
Telco_1|92222061|23897338|22525204|1.06092|176|54777|11315|76|1.1875
TrainsUK1_2|22067864|3440367|2960915|1.16193|27|1629|158|14|1.55556
TrainsUK2_1|18144855|3140981|2459980|1.27683|29|2406|412|14|1.75
Uberlandia_1|61320125|5959002|4652141|1.28092|72|15592|3396|40|2.5
USCensus_1|137735464|8738400|8587497|1.01757|518|533880|22640|138|4.3125
Wins_1|88869327|14701699|13848401|1.06162|254|174072|17617|148|2.90196
YaleLanguages_1|18012366|1520217|741421|2.05041|28|2358|466|19|3.16667
Average compression_ratio_improvement: 1.23633
Total ECRs computed: 912192
