Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Bimbo_1|0|Numerical|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|7692|6.57134|34.0801|39868|39936|6.5753|6.5641|1.67712|Numerical|3|11|6.575298|6.564103|6.575298|38.801658|0|33180|PFOR|BP|176|176|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999010|0|2000|0|2000|0|0|6756|7668|-1|-1|-1|-1|
CommonGovernment_1|0|Numerical|20|21|21_count_fetched|22_count_total|integer|integer|262144|262144|60294|18504|4.34776|14.1669|60270|60270|4.34949|4.34949|1.52973|Numerical|20|21|4.349494|4.349494|4.349494|14.182212|0|41786|RLE|BP|536|536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|1.000000|0|47374150|0|47374150|0|0|18484|18480|-1|-1|-1|-1|
Corporations_1|0|Numerical|0|11|1_Id1|12_id|integer|integer|262144|262144|155968|166088|1.68076|1.57834|155944|172676|1.68101|1.51813|1.02038|Numerical|0|11|1.681014|1.518126|1.681014|1.578762|0|6632|PFOR|BP|65536|65536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.927277|135|903485|414171|3724739|0|0|166044|166064|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|5|1_CENSUS2010POP|6_ESTIMATESBASE2010|integer|integer|262144|262144|122763|109164|2.13537|2.40138|122739|122479|2.13578|2.14032|1.05731|Numerical|0|5|2.140580|2.140300|2.140580|2.404285|0|13447|PFOR|BP|13250|13267|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999993|0|37253956|0|37254503|129|0|109032|109140|-1|-1|-1|-1|
MLB_1|0|Numerical|0|20|1_AB|21_PA|integer|integer|262144|262144|59072|30288|4.4377|8.65504|59047|59260|4.43958|4.42362|1.32394|Numerical|0|20|4.439507|4.423625|4.439507|8.828775|0|29568|-1|BP|230|237|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999545|0|246|1|247|0|0|29692|30264|-1|-1|-1|-1|
MLB_1|0|Numerical|0|5|1_AB|6_BIP|integer|integer|262144|262144|59072|41164|4.4377|6.36828|59047|59088|4.43958|4.4365|1.17857|Numerical|0|5|4.439507|4.436501|4.439507|6.812474|0|20608|PFOR|BP|230|232|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.998743|0|246|0|244|0|0|38480|41140|-1|-1|-1|-1|
MLB_1|0|Numerical|38|43|39_pwRC.|44_wRC.|integer|integer|262144|262144|85908|36883|3.05145|7.10745|85884|85384|3.0523|3.07018|1.39479|Numerical|38|43|3.080821|3.099032|3.080821|7.282587|0|48593|DICT|BP|970|906|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999666|-139|1420|-130|1418|389|389|35996|36859|-1|-1|-1|-1|
Rentabilidad_1|0|Numerical|36|34|37_Fx PR|35_Fx Entrega Total|integer|integer|262144|262144|15649|5916|16.7515|44.311|15625|10429|16.7772|25.1361|1.20816|Numerical|36|34|16.804103|25.136063|16.804103|45.228433|0|4633|BP|BP|7|6|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.711158|0|6|1|6|5|0|5796|5892|-1|-1|-1|-1|
TrainsUK2_1|0|Numerical|18|17|26_v_Origin Lateness (WTT)|25_v_Origin Lateness (GBTT)|integer|integer|262144|262144|49366|44363|5.31021|5.90907|49342|47852|5.3128|5.47822|1.03697|Numerical|18|17|5.616128|5.614203|5.616128|6.076588|0|3553|DICT|BP|79|77|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.979890|-120|78|-120|79|1324|571|43140|44339|-1|-1|-1|-1|
Uberlandia_1|0|Numerical|9|5|12_ch_min_financiavel|8_ch_catalogo_guia|integer|integer|262144|262144|34241|2304|7.65585|113.778|34217|34217|7.66122|7.66122|1.8726|Numerical|9|5|7.708077|7.708077|7.708077|126.273603|0|31933|DICT|BP|10|10|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|1.000000|0|1200|0|1200|1396|1396|2076|2280|-1|-1|-1|-1|
