Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|41537296|11775776|11772693|1.00026|100|61|1|1|0.1
Bimbo_1|36700160|3388515|3147154|1.07669|120|610|53|20|1
CityMaxCapita_1|273133842|112769188|109504999|1.02981|310|1435|312|91|1.18667
CMSprovider_1|167669286|34660118|32437283|1.06853|260|1253|291|82|1.1625
CommonGovernment_1|615803908|67326270|53041502|1.26931|560|7239|810|249|1.75128
Corporations_1|191441216|66321079|62938575|1.05374|270|982|347|28|1.13333
Eixo_1|595836910|54600344|42195200|1.29399|710|15757|2611|368|3.645
Euro2016_1|108201484|55170296|49856225|1.10659|100|137|62|20|2
Food_1|29699908|4992611|4994059|0.99971|60|88|28|18|0
Generico_1|429148071|28475107|19170269|1.48538|420|5975|741|183|1.93571
HashTags_1|721015748|260000097|181125140|1.43547|792|20194|1540|196|1.27849
Hatred_1|26027696|11533096|11344481|1.01663|31|1178|172|10|1.5
IGlocations1_1|7951530|2238731|2235009|1.00167|36|668|99|16|1
Medicare1_1|130086340|40603460|36921401|1.09973|260|948|219|54|1.21667
MedPayment1_1|163445523|38436630|37415030|1.0273|280|1281|195|75|1.56667
MLB_1|22667733|2956897|2732528|1.08211|96|8280|1156|49|1.88889
Motos_1|431953524|28705841|19409257|1.47898|430|6270|755|189|1.8625
MulheresMil_1|619543017|55157527|41709970|1.32241|720|16286|2655|393|4.07069
NYC_1|394637790|31053827|25573197|1.21431|480|5589|1029|92|1.52198
PanCreactomy1_1|184113574|38906083|36228828|1.0739|290|1672|394|103|1.93333
Physicians_1|163447709|38276257|37105431|1.03155|280|1290|207|85|1.45
Provider_1|157554198|37541040|36719232|1.02238|280|1320|220|84|1.33167
RealEstate1_1|178130790|48262499|44835335|1.07644|260|1402|249|76|1.4
Redfin1_1|226809363|94046769|93327921|1.0077|420|1452|156|39|1.1
Rentabilidad_1|428425940|90577015|85705584|1.05684|973|21831|1148|122|1.62491
Romance_1|237315727|102448431|102365993|1.00081|110|44|4|3|0.3
SalariesFrance_1|496731433|105264511|97579999|1.07875|570|3741|505|164|1.5
TableroSistemaPenal_1|229747271|7711435|2628928|2.9333|270|2369|240|115|3.36
Taxpayer_1|157527092|37414467|36731952|1.01858|280|1312|211|75|1.39167
Telco_1|922028804|246672639|235775707|1.04622|1760|55380|14284|651|1.16
TrainsUK1_2|219662125|34569768|29378029|1.17672|270|1737|306|120|1.66667
TrainsUK2_1|181585068|30938647|24445760|1.2656|290|2532|537|140|1.85714
Uberlandia_1|609229758|54933136|42263713|1.29977|720|15970|2649|361|3.25882
USCensus_1|1375673149|153409692|148480583|1.0332|5180|534600|32019|619|1.43093
Wins_1|753989618|124189347|118391307|1.04897|2286|175254|15575|1245|1.62766
YaleLanguages_1|182674410|14985628|7939524|1.88747|280|2529|534|187|2.65714
Average compression_ratio_improvement: 1.1978
Total ECRs computed: 918666
