Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1170865|0.999794|10|4|0|0|0
Bimbo_1|3670016|319324|327555|0.974871|12|92|3|1|1
CityMaxCapita_1|26049426|11018728|10920854|1.00896|31|204|18|4|1
CMSprovider_1|16717728|3729276|3666889|1.01701|26|202|21|4|1
CommonGovernment_1|62829650|8193179|8047497|1.0181|56|1208|83|7|1
Corporations_1|11901857|5105751|3271885|1.56049|27|144|80|5|1
Eixo_1|60077487|5892367|5629606|1.04667|71|2972|164|14|1
Euro2016_1|11418716|5779460|5255074|1.09979|10|20|8|2|1
Food_1|2758131|515805|518037|0.995691|6|8|3|1|1
Generico_1|42738694|2805958|2509604|1.11809|42|834|20|5|1
HashTags_1|92542033|34755346|33829955|1.02735|99|2572|180|9|1
Hatred_1|26027696|11533096|11536577|0.999698|31|154|5|3|1
IGlocations1_1|6321918|1779851|1780285|0.999756|18|212|0|0|0
Medicare1_1|12973420|3996314|3985312|1.00276|26|128|14|4|1
MedPayment1_1|16768400|4681724|4673019|1.00186|28|260|39|5|1
MLB_1|18994088|2380651|2389138|0.996448|48|968|261|17|1
Motos_1|42974217|2829428|2531763|1.11757|43|886|19|5|1
MulheresMil_1|62416953|5964864|5714908|1.04374|72|3080|160|13|1
NYC_1|36490617|3139541|2167456|1.44849|48|1130|107|7|1
PanCreactomy1_1|18360922|4037727|3999514|1.00955|29|292|40|5|1
Physicians_1|16768116|4686462|4677949|1.00182|28|260|40|5|1
Provider_1|16202756|4588180|4572218|1.00349|28|252|41|5|1
RealEstate1_1|17820728|4838606|4807561|1.00646|26|204|32|3|1
Redfin1_1|22150976|9242876|9081850|1.01773|42|170|28|4|1
Rentabilidad_1|70851322|16198992|16138018|1.00378|139|2576|70|6|1
Romance_1|21518242|9890137|9890849|0.999928|11|4|0|0|0
SalariesFrance_1|48707783|9310155|9249289|1.00658|57|480|22|5|1
TableroSistemaPenal_1|23289522|802109|808049|0.992649|27|366|4|1|1
Taxpayer_1|16195222|4592886|4576190|1.00365|28|252|41|5|1
Telco_1|92222061|23897338|23120597|1.0336|176|15972|10270|66|1
TrainsUK1_2|22067864|3440367|3371923|1.0203|27|194|31|5|1
TrainsUK2_1|18144855|3140981|3045134|1.03148|29|272|49|8|1
Uberlandia_1|61320125|5959002|5682516|1.04866|72|2834|174|15|1
USCensus_1|137735464|8738400|8924316|0.979167|518|90386|4842|81|1
Wins_1|88869327|14701699|14662548|1.00267|254|26304|3188|58|1
YaleLanguages_1|18012366|1520217|1447106|1.05052|28|410|8|4|1
Average compression_ratio_improvement: 1.04692
Total ECRs computed: 156306
