Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|6|0|0
Bimbo_1|0|3670016|319324|368250|0.867139|101|13|2
CityMaxCapita_1|0|26049426|11018728|11108265|0.99194|128|87|4
CMSprovider_1|0|16717728|3729276|3917690|0.951907|82|36|4
CommonGovernment_1|0|62829650|8193179|8085480|1.01332|397|131|5
Corporations_1|0|11901857|5105751|5097938|1.00153|92|2|2
Eixo_1|0|60077487|5892367|5435085|1.08414|769|206|10
Euro2016_1|0|11418716|5779460|5779701|0.999958|11|0|0
Food_1|0|2758131|515805|540373|0.954535|12|7|2
Generico_1|0|42738694|2805958|2701388|1.03871|574|118|6
HashTags_1|0|92542033|34753667|34767837|0.999592|2667|293|5
Hatred_1|0|26027696|11533096|11626275|0.991985|130|75|4
IGlocations1_1|0|6321918|1779851|1878359|0.947556|114|62|9
Medicare1_1|0|12973420|3996314|4232098|0.944287|143|91|8
MedPayment1_1|0|16768400|4681724|4918021|0.951953|82|34|4
MLB_1|0|18994088|2380651|2283063|1.04274|1288|611|13
Motos_1|0|42974217|2829428|2752160|1.02808|588|123|6
MulheresMil_1|0|62416953|5964864|5493745|1.08576|781|215|10
NYC_1|0|36490617|3139541|3141913|0.999245|153|70|3
PanCreactomy1_1|0|18360922|4037727|4261993|0.94738|92|42|4
Physicians_1|0|16768116|4686462|4922647|0.952021|82|34|4
Provider_1|0|16202756|4588180|4763564|0.963182|121|54|5
RealEstate1_1|0|17820728|4838606|4741698|1.02044|85|4|1
Redfin1_1|0|22150976|9242876|9211167|1.00344|79|44|4
Rentabilidad_1|0|70851322|16198993|16205081|0.999624|1188|96|3
Romance_1|0|21518242|9890585|9866018|1.00249|5|2|1
SalariesFrance_1|0|48707783|9310155|9321466|0.998787|174|66|3
TableroSistemaPenal_1|0|23289522|802109|746339|1.07472|104|4|1
Taxpayer_1|0|16195222|4592886|4773583|0.962146|121|54|5
Telco_1|0|92222061|23897338|23901572|0.999823|94|0|0
TrainsUK1_2|0|22067864|3440367|3453413|0.996222|92|44|2
TrainsUK2_1|0|18144855|3140981|2951234|1.06429|338|121|6
Uberlandia_1|0|61320125|5959002|5354779|1.11284|976|239|12
USCensus_1|0|137735464|8738400|9113387|0.958853|91912|17200|69
Wins_1|0|88869327|14701699|15127562|0.971849|29729|8947|126
YaleLanguages_1|0|18012366|1520217|1319631|1.152|202|88|5
