Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|12|2|1|1
Bimbo_1|3670016|319324|262270|1.21754|12|132|12|2|1
CityMaxCapita_1|26049426|11018728|10766986|1.02338|31|380|77|6|1.5
CMSprovider_1|16717728|3729276|3363206|1.10885|26|342|118|9|1.125
CommonGovernment_1|62829650|8193179|7190105|1.13951|56|2070|523|23|1.91667
Corporations_1|11901857|5105751|3074172|1.66085|27|240|161|10|5
Eixo_1|60077487|5892367|4711164|1.25072|71|4160|2151|33|1.94118
Euro2016_1|11418716|5779460|5240090|1.10293|10|30|15|2|1
Food_1|2758131|515805|515949|0.999721|6|20|0|0|0
Generico_1|42738694|2805958|2075267|1.35209|42|1722|315|19|2.71429
HashTags_1|92542033|34753667|34356765|1.01155|99|5402|524|10|1.42857
Hatred_1|26027696|11533096|11346021|1.01649|31|342|56|4|1.33333
IGlocations1_1|6321918|1779851|1773271|1.00371|18|56|5|1|1
Medicare1_1|12973420|3996314|3804162|1.05051|26|240|34|5|1
MedPayment1_1|16768400|4681724|4521400|1.03546|28|306|71|6|1.5
MLB_1|18994088|2380651|2186671|1.08871|48|2256|42|8|1.6
Motos_1|42974217|2829428|2092178|1.35238|43|1806|329|19|2.11111
MulheresMil_1|62416953|5964864|4782011|1.24735|72|4290|2185|33|1.83333
NYC_1|36490617|3139541|1732814|1.81182|48|1482|568|24|2.4
PanCreactomy1_1|18360922|4037727|3670599|1.10002|29|462|136|12|1.71429
Physicians_1|16768116|4686462|4526561|1.03533|28|306|68|6|1.5
Provider_1|16202756|4588180|4483371|1.02338|28|306|58|5|1
RealEstate1_1|17820728|4838606|4442090|1.08926|26|420|69|9|1.5
Redfin1_1|22150976|9242876|9131798|1.01216|42|306|21|4|1.33333
Rentabilidad_1|70851322|16198993|15399215|1.05194|139|6924|1073|26|2.16667
Romance_1|21518242|9890137|9890401|0.999973|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8545368|1.0895|57|992|188|15|1.875
TableroSistemaPenal_1|23289522|802109|333807|2.40291|27|702|88|12|1.5
Taxpayer_1|16195222|4592886|4492658|1.02231|28|306|54|5|1
Telco_1|92222061|23897338|23384220|1.02194|176|10932|72|16|1.14286
TrainsUK1_2|22067864|3440367|2926647|1.17553|27|552|67|12|1.5
TrainsUK2_1|18144855|3140981|2505629|1.25357|29|702|202|12|1.71429
Uberlandia_1|61320125|5959002|4742406|1.25654|72|4290|2211|34|2
USCensus_1|137735464|8738400|8175888|1.0688|518|92702|3291|38|1.46154
Wins_1|88869327|14701699|13906932|1.05715|254|34686|1529|51|1.41667
YaleLanguages_1|18012366|1520217|751302|2.02344|28|650|312|17|3.4
Average compression_ratio_improvement: 1.19912
Total ECRs computed: 180528
