Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Bimbo_1|0|Numerical|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|7776|6.57134|33.7119|39868|39936|6.5753|6.5641|1.67416|Numerical|3|11|6.575298|6.564103|6.575298|16.495344|0|24044|PFOR|BP|176|176|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999955|0|2000|0|2000|0|0|15892|7752|-1|-1|-1|-1|
CommonGovernment_1|0|Numerical|20|21|21_count_fetched|22_count_total|integer|integer|262144|262144|60294|18504|4.34776|14.1669|60270|60270|4.34949|4.34949|1.52973|Numerical|20|21|4.349494|4.349494|4.349494|10.353239|0|34950|RLE|BP|536|536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|1.000000|0|47374150|0|47374150|0|0|25320|18480|-1|-1|-1|-1|
Corporations_1|0|Numerical|0|11|1_Id1|12_id|integer|integer|262144|262144|155968|166088|1.68076|1.57834|155944|172676|1.68101|1.51813|1.02038|Numerical|0|11|1.681014|1.518126|1.681014|1.682179|0|16840|PFOR|BP|65536|65536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.987232|135|903485|414171|3724739|0|0|155836|166064|-1|-1|-1|-1|
Eixo_1|0|Numerical|7|6|10_ch_max_financiavel|9_ch_da_oferta|integer|integer|262144|262144|34165|72160|7.67288|3.63282|34141|58281|7.67828|4.49793|0.869241|Numerical|7|6|7.725341|4.497932|7.725341|5.261823|0|8461|DICT|BP|10|108|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.805219|0|1440|160|1870|1396|0|49820|72136|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|5|1_CENSUS2010POP|6_ESTIMATESBASE2010|integer|integer|262144|262144|122763|133284|2.13537|1.96681|122739|122479|2.13578|2.14032|0.957707|Numerical|0|5|2.140580|2.140300|2.140580|3.172734|0|39855|-1|BP|13250|13267|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|1.000000|0|37253956|0|37254503|129|0|82624|133260|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|9|1_CENSUS2010POP|10_POPESTIMATE2010|integer|integer|262144|262144|122763|133228|2.13537|1.96763|122739|122484|2.13578|2.14023|0.957936|Numerical|0|9|2.140580|2.140231|2.140580|2.885650|0|31640|PFOR|BP|13250|13270|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999999|0|37253956|0|37336011|129|0|90844|133204|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|10|11|11_POPESTIMATE2011|12_POPESTIMATE2012|integer|integer|262144|262144|122568|149552|2.13876|1.75286|122544|122575|2.13918|2.13864|0.900775|Numerical|10|11|2.139183|2.138624|2.139183|2.446651|0|15431|PFOR|BP|13211|13262|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999991|0|37701901|0|38062780|0|0|107144|149528|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|13|12|14_POPESTIMATE2014|13_POPESTIMATE2013|integer|integer|262144|262144|122704|133412|2.13639|1.96492|122680|122648|2.13681|2.13737|0.957878|Numerical|13|12|2.136811|2.137369|2.136811|2.444370|0|15404|PFOR|BP|13321|13263|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999987|0|38802500|0|38431393|0|0|107244|133388|-1|-1|-1|-1|
Medicare1_1|0|Numerical|1|0|2_BENE_COUNT_GE65|1_BENE_COUNT|integer|integer|262144|262144|57076|62808|4.59289|4.17374|57052|62016|4.59483|4.22704|0.993193|Numerical|1|0|4.594826|4.227038|4.594826|4.560295|0|4532|PFOR|BP|321|428|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.928563|0|752|11|1012|0|0|57484|62784|-1|-1|-1|-1|
MLB_1|0|Numerical|0|20|1_AB|21_PA|integer|integer|262144|262144|59072|28708|4.4377|9.13139|59047|59260|4.43958|4.42362|1.34777|Numerical|0|20|4.439507|4.423625|4.439507|8.030388|0|26616|-1|BP|230|237|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999504|0|246|1|247|0|0|32644|28684|-1|-1|-1|-1|
