Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|6|0|0
Bimbo_1|0|3670016|319324|368250|0.867139|101|11|2
CityMaxCapita_1|0|26049426|11018728|11095945|0.993041|128|86|4
CMSprovider_1|0|16717728|3729276|3917690|0.951907|82|38|4
CommonGovernment_1|0|62829650|8193179|8085480|1.01332|397|123|5
Corporations_1|0|11901857|5105751|5097938|1.00153|92|3|2
Eixo_1|0|60077487|5892367|5442389|1.08268|769|189|10
Euro2016_1|0|11418716|5779460|5779701|0.999958|11|0|0
Food_1|0|2758131|515805|540373|0.954535|12|5|2
Generico_1|0|42738694|2805958|2751151|1.01992|574|110|7
HashTags_1|0|92542033|34753667|34799741|0.998676|2667|286|4
Hatred_1|0|26027696|11533096|11626275|0.991985|130|75|4
IGlocations1_1|0|6321918|1779851|1878359|0.947556|114|62|9
Medicare1_1|0|12973420|3996314|4181963|0.955607|143|91|7
MedPayment1_1|0|16768400|4681724|4918021|0.951953|82|39|4
MLB_1|0|18994088|2380651|2281377|1.04351|1288|560|12
Motos_1|0|42974217|2829428|2758429|1.02574|588|124|7
MulheresMil_1|0|62416953|5964864|5515391|1.08149|781|211|10
NYC_1|0|36490617|3139541|3141913|0.999245|153|66|3
PanCreactomy1_1|0|18360922|4037727|4261993|0.94738|92|46|4
Physicians_1|0|16768116|4686462|4922647|0.952021|82|39|4
Provider_1|0|16202756|4588180|4763564|0.963182|121|60|5
RealEstate1_1|0|17820728|4838606|4741698|1.02044|85|6|1
Redfin1_1|0|22150976|9242876|9211167|1.00344|79|43|4
Rentabilidad_1|0|70851322|16198993|16196727|1.00014|1188|96|4
Romance_1|0|21518242|9890585|9867972|1.00229|5|3|2
SalariesFrance_1|0|48707783|9310155|9309696|1.00005|174|54|2
TableroSistemaPenal_1|0|23289522|802109|746339|1.07472|104|4|1
Taxpayer_1|0|16195222|4592886|4773583|0.962146|121|60|5
Telco_1|0|92222061|23897338|23901572|0.999823|94|0|0
TrainsUK1_2|0|22067864|3440367|3452623|0.99645|92|38|2
TrainsUK2_1|0|18144855|3140981|2955732|1.06267|338|118|6
Uberlandia_1|0|61320125|5959002|5355845|1.11262|976|229|12
USCensus_1|0|137735464|8738400|9228589|0.946884|91912|16961|83
Wins_1|0|88869327|14701699|15026892|0.978359|29729|8072|123
YaleLanguages_1|0|18012366|1520217|1265770|1.20102|202|102|6
