Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|52|3|1|1
Bimbo_1|3670016|319324|250511|1.27469|12|592|19|2|1
CityMaxCapita_1|26049426|11018728|10702016|1.02959|31|1353|124|5|1
CMSprovider_1|16717728|3729276|3375809|1.10471|26|1163|182|9|1
CommonGovernment_1|62829650|8193179|7158880|1.14448|56|6987|663|18|1
Corporations_1|11901857|5105751|3457713|1.47663|27|918|421|9|1
Eixo_1|60077487|5892367|4905226|1.20124|71|15388|3241|30|1
Euro2016_1|11418716|5779460|5244227|1.10206|10|119|44|2|1
Food_1|2758131|515805|515949|0.999721|6|70|0|0|0
Generico_1|42738694|2805958|1930193|1.45372|42|5804|411|14|1
HashTags_1|92542033|34753667|24222746|1.43475|99|20015|871|17|1
Hatred_1|26027696|11533096|11360429|1.0152|31|1178|94|4|1
IGlocations1_1|6321918|1779851|1759931|1.01132|18|660|6|2|1
Medicare1_1|12973420|3996314|3308881|1.20775|26|894|39|7|1
MedPayment1_1|16768400|4681724|4520576|1.03565|28|1191|93|7|1
MLB_1|18994088|2380651|2129710|1.11783|48|8256|156|13|1
Motos_1|42974217|2829428|1964769|1.44008|43|6090|433|14|1
MulheresMil_1|62416953|5964864|4931024|1.20966|72|15881|3278|30|1
NYC_1|36490617|3139541|1698474|1.84845|48|5382|968|18|1
PanCreactomy1_1|18360922|4037727|3664924|1.10172|29|1555|185|10|1
Physicians_1|16768116|4686462|4522486|1.03626|28|1191|94|7|1
Provider_1|16202756|4588180|4480169|1.02411|28|1221|105|8|1
RealEstate1_1|17820728|4838606|4525554|1.06917|26|1330|103|7|1
Redfin1_1|22150976|9242876|9001889|1.02677|42|1398|54|6|1
Rentabilidad_1|70851322|16198993|15046654|1.07658|139|21693|1340|20|1
Romance_1|21518242|9890528|9866319|1.00245|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8646916|1.0767|57|3588|241|11|1
TableroSistemaPenal_1|23289522|802109|450228|1.78156|27|2252|141|9|1
Taxpayer_1|16195222|4592886|4489296|1.02307|28|1222|105|8|1
Telco_1|92222061|23897338|22200111|1.07645|176|54777|3401|56|1
TrainsUK1_2|22067864|3440367|2969950|1.15839|27|1629|99|9|1
TrainsUK2_1|18144855|3140981|2558128|1.22784|29|2406|319|10|1
Uberlandia_1|61320125|5959002|4951644|1.20344|72|15592|3355|31|1
USCensus_1|137735464|8738400|8039221|1.08697|518|533880|5190|38|1
Wins_1|88869327|14701699|13766667|1.06792|254|174072|3264|52|1
YaleLanguages_1|18012366|1520217|965478|1.57457|28|2358|442|11|1
Average compression_ratio_improvement: 1.18701
Total ECRs computed: 912192
