Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165378|1.0045|10|12|1|1|1
Bimbo_1|3670016|319324|300889|1.06127|12|122|4|1|1
CityMaxCapita_1|26049426|11018728|10777930|1.02234|31|367|41|6|2
CMSprovider_1|16717728|3729276|3435803|1.08542|26|323|60|9|1.5
CommonGovernment_1|62829650|8193179|7265048|1.12775|56|2028|113|20|2
Corporations_1|11901857|5106187|4141787|1.23285|27|240|33|6|3
Eixo_1|60077487|5892367|4627795|1.27326|71|4160|670|37|3.7
Euro2016_1|11418716|5779460|5244416|1.10202|10|30|11|2|2
Food_1|2758131|515805|515949|0.999721|6|20|0|0|0
Generico_1|42738694|2805958|2139662|1.3114|42|1722|104|16|2
HashTags_1|92542033|34753667|34640889|1.00326|99|4979|41|12|3
Hatred_1|26027696|11533096|11404689|1.01126|31|317|34|5|2.5
IGlocations1_1|6321918|1779851|1780285|0.999756|18|56|0|0|0
Medicare1_1|12973420|3996314|3726810|1.07231|26|226|8|4|2
MedPayment1_1|16768400|4681724|4549367|1.02909|28|292|24|5|1.25
MLB_1|18994088|2380651|2938719|0.810098|48|2225|5|5|2.5
Motos_1|42974217|2829428|2177493|1.2994|43|1806|109|18|2
MulheresMil_1|62416953|5964864|4652126|1.28218|72|4290|691|39|3.9
NYC_1|36490617|3139541|2069159|1.5173|48|1482|135|23|4.6
PanCreactomy1_1|18360922|4037727|3786868|1.06624|29|420|63|9|1.5
Physicians_1|16768116|4686462|4584692|1.0222|28|292|25|6|1.5
Provider_1|16202756|4588180|4580176|1.00175|28|306|22|6|1.5
RealEstate1_1|17820728|4838606|4915678|0.984321|26|379|31|9|3
Redfin1_1|22150976|9242876|9126983|1.0127|42|258|3|3|3
Rentabilidad_1|70851322|16198993|15563948|1.0408|139|6848|213|24|2.66667
Romance_1|21518242|9890585|9890401|1.00002|11|2|0|0|0
SalariesFrance_1|48707783|9310155|8808700|1.05693|57|935|52|8|2
TableroSistemaPenal_1|23289522|802109|296734|2.70312|27|702|39|12|3
Taxpayer_1|16195222|4592886|4552849|1.00879|28|306|20|6|1.5
Telco_1|92222061|23897338|24535888|0.973975|176|10178|453|26|1.44444
TrainsUK1_2|22067864|3440367|2932349|1.17325|27|552|23|8|1.6
TrainsUK2_1|18144855|3140981|2580979|1.21697|29|702|64|10|1.42857
Uberlandia_1|61320125|5959002|4661972|1.27821|72|4290|699|38|3.16667
USCensus_1|137735464|8738400|8493012|1.02889|518|92702|38|21|1.90909
Wins_1|88869327|14701698|15848005|0.927669|254|34686|145|27|1.6875
YaleLanguages_1|18012366|1520217|938614|1.61964|28|650|65|14|2.8
Average compression_ratio_improvement: 1.14891
Total ECRs computed: 178905
