Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1157910|1.01098|10|52|3|1|1
Bimbo_1|3670016|319324|250511|1.27469|12|592|19|2|1
CityMaxCapita_1|26049426|11018728|10674730|1.03223|31|1353|124|7|1.75
CMSprovider_1|16717728|3729276|3338027|1.11721|26|1163|182|11|1.83333
CommonGovernment_1|62829650|8193179|6867595|1.19302|56|6987|663|27|2.25
Corporations_1|11901857|5105751|3315633|1.5399|27|918|421|10|2
Eixo_1|60077487|5892367|4586875|1.28461|71|15388|3241|41|2.27778
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|515949|0.999721|6|70|0|0|0
Generico_1|42738694|2805958|1732816|1.61931|42|5804|411|19|2.375
HashTags_1|92542033|34753667|23895023|1.45443|99|20015|871|20|1.25
Hatred_1|26027696|11533096|11359490|1.01528|31|1178|94|4|1.33333
IGlocations1_1|6321918|1779851|1759931|1.01132|18|660|6|2|1
Medicare1_1|12973420|3996314|3226559|1.23857|26|894|39|8|1.33333
MedPayment1_1|16768400|4681724|4518968|1.03602|28|1191|93|7|1.4
MLB_1|18994088|2380651|2086761|1.14084|48|8256|156|15|1.25
Motos_1|42974217|2829428|1765207|1.60289|43|6090|433|19|2.11111
MulheresMil_1|62416953|5964864|4594915|1.29814|72|15881|3278|40|2.66667
NYC_1|36490617|3139541|1498206|2.09553|48|5382|968|24|2.18182
PanCreactomy1_1|18360922|4037727|3637384|1.11006|29|1555|185|11|1.375
Physicians_1|16768116|4686462|4520890|1.03662|28|1191|94|7|1.4
Provider_1|16202756|4588180|4478791|1.02442|28|1221|105|8|1.6
RealEstate1_1|17820728|4838606|4396798|1.10048|26|1330|103|9|1.5
Redfin1_1|22150976|9242876|8999936|1.02699|42|1398|54|6|1.2
Rentabilidad_1|70851322|16198971|14887604|1.08808|139|21693|1340|27|1.92857
Romance_1|21518242|9890137|9866319|1.00241|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8454557|1.1012|57|3588|241|15|1.875
TableroSistemaPenal_1|23289522|802109|287445|2.79048|27|2252|141|13|1.85714
Taxpayer_1|16195222|4592886|4487954|1.02338|28|1222|105|8|1.6
Telco_1|92222061|23897338|22238547|1.07459|176|54777|3401|59|1.07273
TrainsUK1_2|22067864|3440367|2833459|1.21419|27|1629|99|12|1.5
TrainsUK2_1|18144855|3140981|2438584|1.28803|29|2406|319|13|1.625
Uberlandia_1|61320125|5959002|4613942|1.29152|72|15592|3355|41|2.41176
USCensus_1|137735464|8738400|8087967|1.08042|518|533880|5190|48|1.92
Wins_1|88869327|14701698|13614650|1.07984|254|174072|3264|62|1.5122
YaleLanguages_1|18012366|1520217|699445|2.17346|28|2358|442|18|3.6
Average compression_ratio_improvement: 1.26591
Total ECRs computed: 912192
