Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|41537296|11775776|11772693|1.00026|100|61|1|1|0.1
Bimbo_1|36700160|3388515|3022906|1.12095|120|907|310|24|1.2
CityMaxCapita_1|273133842|112769188|109548558|1.0294|310|3383|1943|110|1.35333
CMSprovider_1|167669286|34660118|32370085|1.07075|260|3134|1462|90|1.8875
CommonGovernment_1|615803908|67326270|54245551|1.24114|560|12288|4131|246|1.79432
Corporations_1|191441216|66321644|62602888|1.0594|270|3066|753|48|1.285
Eixo_1|595836910|54600344|41806724|1.30602|710|35838|17921|366|3.16402
Euro2016_1|108201484|55170296|49844945|1.10684|100|515|436|21|1.9
Food_1|29699908|4992611|4993129|0.999896|60|178|117|20|0.9
Generico_1|429148071|28475107|19324322|1.47354|420|10997|4932|182|1.72401
HashTags_1|721015748|260000097|180988427|1.43656|792|29325|9524|197|1.18976
Hatred_1|26027696|11533096|11344481|1.01663|31|1178|172|10|1.5
IGlocations1_1|7951530|2238731|2238657|1.00003|36|749|180|15|1.25
Medicare1_1|130086340|40603460|36973792|1.09817|260|2192|1359|98|1.27333
MedPayment1_1|163445523|38436630|37196850|1.03333|280|2361|800|71|1.265
MLB_1|22667733|2956897|2725778|1.08479|96|9353|2229|48|1.75556
Motos_1|431953524|28705841|19270816|1.4896|430|11364|5039|194|1.99702
MulheresMil_1|619543017|55157865|41817583|1.31901|720|36448|18328|371|2.99837
NYC_1|394637790|31053827|24117985|1.28758|480|13003|3541|105|1.62817
PanCreactomy1_1|184113574|38906083|36190484|1.07504|290|4291|2372|109|2.08333
Physicians_1|163447709|38276257|37026235|1.03376|280|2388|821|76|1.18667
Provider_1|157554198|37541040|36639235|1.02461|280|2542|916|80|1.29
RealEstate1_1|178130790|48262499|44706765|1.07953|260|2959|1756|80|1.58
Redfin1_1|226809363|94046769|92910637|1.01223|420|2361|773|96|1.12
Rentabilidad_1|428425940|90577039|85525648|1.05906|973|26919|4379|157|1.60965
Romance_1|237315727|102448431|102365977|1.00081|110|53|6|3|0.3
SalariesFrance_1|496731433|105264511|97366944|1.08111|570|6777|3176|172|1.47808
TableroSistemaPenal_1|229747271|7711435|2810489|2.74381|270|3494|1179|108|2.58
Taxpayer_1|157527092|37414467|36590893|1.02251|280|2535|916|77|1.26167
Telco_1|922028804|246672639|234186556|1.05332|1760|161122|101697|687|1.11471
TrainsUK1_2|219662125|34569768|30632752|1.12852|270|3411|1694|111|1.2744
TrainsUK2_1|181585068|30938647|24533667|1.26107|290|6105|3616|139|1.83393
Uberlandia_1|609229758|54933136|42346030|1.29724|720|36457|17762|357|2.92144
USCensus_1|1375673149|153409692|154531973|0.992738|5180|817184|203686|1008|1.10906
Wins_1|753989618|124189346|118149021|1.05112|2286|289514|111079|1318|1.73332
YaleLanguages_1|182674410|14985628|7471979|2.00558|280|5652|3443|190|3.08119
Average compression_ratio_improvement: 1.19711
Total ECRs computed: 1550104
