Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165378|1.0045|10|52|1|1|1
Bimbo_1|3670016|319324|290651|1.09865|12|592|35|2|1
CityMaxCapita_1|26049426|11018728|10675855|1.03212|31|1353|231|10|1.16667
CMSprovider_1|16717728|3729276|3424904|1.08887|26|1163|219|10|1.125
CommonGovernment_1|62829650|8193179|6759976|1.21201|56|6987|589|28|1.92308
Corporations_1|11901857|5105936|3378935|1.51111|27|918|328|9|2
Eixo_1|60077487|5892367|4582437|1.28586|71|15388|2284|41|4
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|515949|0.999721|6|70|12|2|0
Generico_1|42738694|2805958|1837997|1.52664|42|5804|577|19|1.875
HashTags_1|92542033|34753667|23938041|1.45182|99|20015|1370|26|1.29412
Hatred_1|26027696|11533096|11344481|1.01663|31|1178|172|10|1.5
IGlocations1_1|6321918|1779851|1782777|0.998359|18|660|91|8|1
Medicare1_1|12973420|3996314|3392323|1.17805|26|894|178|13|1.5
MedPayment1_1|16768400|4681724|4539728|1.03128|28|1191|130|10|2
MLB_1|18994088|2380651|2190176|1.08697|48|8256|1132|25|2.11111
Motos_1|42974217|2829428|1883688|1.50207|43|6090|586|20|2
MulheresMil_1|62416953|5964849|4542428|1.31314|72|15881|2307|45|4.3
NYC_1|36490617|3139541|1741370|1.80291|48|5382|962|25|2.55556
PanCreactomy1_1|18360922|4037727|3696039|1.09245|29|1555|304|13|1.83333
Physicians_1|16768116|4686462|4541282|1.03197|28|1191|133|11|2
Provider_1|16202756|4588180|4514294|1.01637|28|1221|147|11|1.75
RealEstate1_1|17820728|4838606|4497679|1.0758|26|1330|181|8|1.4
Redfin1_1|22150976|9242876|8955062|1.03214|42|1398|129|12|2
Rentabilidad_1|70851322|16199055|14972251|1.08194|139|21693|1052|26|1.84615
Romance_1|21518242|9890585|9865871|1.0025|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8503321|1.09488|57|3588|358|17|1.5
TableroSistemaPenal_1|23289522|802109|269558|2.97565|27|2252|138|13|2.6
Taxpayer_1|16195222|4592886|4523613|1.01531|28|1222|146|10|1.75
Telco_1|92222061|23897338|22551248|1.05969|176|54777|13708|75|1.16393
TrainsUK1_2|22067864|3440367|2900815|1.186|27|1629|198|12|1.66667
TrainsUK2_1|18144855|3140981|2480181|1.26643|29|2406|411|14|1.85714
Uberlandia_1|61320125|5959002|4608684|1.29299|72|15592|2330|42|3.41667
USCensus_1|137735464|8738400|8131194|1.07468|518|533880|31482|82|1.6
Wins_1|88869327|14701699|13995465|1.05046|254|174072|14478|148|1.6875
YaleLanguages_1|18012366|1520217|800053|1.90015|28|2358|366|19|2.71429
Average compression_ratio_improvement: 1.23589
Total ECRs computed: 912192
