Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Bimbo_1|0|Numerical|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|7624|6.57134|34.3841|39868|39936|6.5753|6.5641|1.67952|Numerical|3|11|6.575298|6.564103|6.575298|100.515337|0|37328|PFOR|BP|176|176|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999540|0|2000|0|2000|0|0|2608|7600|-1|-1|-1|-1|
CommonGovernment_1|0|Numerical|20|21|21_count_fetched|22_count_total|integer|integer|262144|262144|60294|18504|4.34776|14.1669|60270|60270|4.34949|4.34949|1.52973|Numerical|20|21|4.349494|4.349494|4.349494|14.240765|0|41862|RLE|BP|536|536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|1.000000|0|47374150|0|47374150|0|0|18408|18480|-1|-1|-1|-1|
Corporations_1|0|Numerical|0|11|1_Id1|12_id|integer|integer|262144|262144|155968|166088|1.68076|1.57834|155944|172676|1.68101|1.51813|1.02038|Numerical|0|11|1.681014|1.518126|1.681014|1.581429|0|6912|PFOR|BP|65536|65536|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.936277|135|903485|414171|3724739|0|0|165764|166064|-1|-1|-1|-1|
Eixo_1|0|Numerical|9|6|12_ch_min_financiavel|9_ch_da_oferta|integer|integer|262144|262144|34165|65856|7.67288|3.98056|34141|58281|7.67828|4.49793|0.924026|Numerical|9|6|7.725341|4.497932|7.725341|5.734185|0|12565|DICT|BP|10|108|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.763280|0|1200|160|1870|1396|0|45716|65832|-1|-1|-1|-1|
Eixo_1|0|Numerical|10|8|13_ch_minima_do_curso|11_ch_maxima_permitida|integer|integer|262144|262144|34773|34628|7.53872|7.57029|34749|34749|7.54393|7.54393|1.0014|Numerical|10|8|7.543929|7.543929|7.543929|8.173609|0|2677|DICT|BP|14|14|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999701|160|1200|240|1440|0|0|32072|34604|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|5|1_CENSUS2010POP|6_ESTIMATESBASE2010|integer|integer|262144|262144|122763|109164|2.13537|2.40138|122739|122479|2.13578|2.14032|1.05731|Numerical|0|5|2.140580|2.140300|2.140580|2.840007|0|30175|-1|BP|13250|13267|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999999|0|37253956|0|37254503|129|0|92304|109140|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|9|1_CENSUS2010POP|10_POPESTIMATE2010|integer|integer|262144|262144|122763|125144|2.13537|2.09474|122739|122484|2.13578|2.14023|0.989173|Numerical|0|9|2.140580|2.140231|2.140580|2.609852|0|22040|-1|BP|13250|13270|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999999|0|37253956|0|37336011|129|0|100444|125120|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|0|10|1_CENSUS2010POP|11_POPESTIMATE2011|integer|integer|262144|262144|122763|141432|2.13537|1.8535|122739|122544|2.13578|2.13918|0.928417|Numerical|0|10|2.140580|2.139183|2.140580|2.243615|0|5704|PFOR|BP|13250|13211|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999995|0|37253956|0|37701901|129|0|116840|141408|-1|-1|-1|-1|
IGlocations1_1|0|Numerical|11|12|12_POPESTIMATE2012|13_POPESTIMATE2013|integer|integer|262144|262144|122600|133396|2.13821|1.96516|122575|122648|2.13864|2.13737|0.957917|Numerical|11|12|2.138624|2.137369|2.138624|2.244614|0|5860|PFOR|BP|13262|13263|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999998|0|38062780|0|38431393|0|0|116788|133372|-1|-1|-1|-1|
Medicare1_1|0|Numerical|1|0|2_BENE_COUNT_GE65|1_BENE_COUNT|integer|integer|262144|262144|57076|63564|4.59289|4.1241|57052|62016|4.59483|4.22704|0.986969|Numerical|1|0|4.594826|4.227038|4.594826|4.456715|0|3196|PFOR|BP|321|428|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.920519|0|752|11|1012|0|0|58820|63540|-1|-1|-1|-1|
MLB_1|0|Numerical|0|20|1_AB|21_PA|integer|integer|262144|262144|59072|30236|4.4377|8.66993|59047|59260|4.43958|4.42362|1.32471|Numerical|0|20|4.439507|4.423625|4.439507|11.744803|0|36940|-1|BP|230|237|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999537|0|246|1|247|0|0|22320|30212|-1|-1|-1|-1|
MLB_1|0|Numerical|0|5|1_AB|6_BIP|integer|integer|262144|262144|59072|41164|4.4377|6.36828|59047|59088|4.43958|4.4365|1.17857|Numerical|0|5|4.439507|4.436501|4.439507|8.660764|0|28820|PFOR|BP|230|232|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.998984|0|246|0|244|0|0|30268|41140|-1|-1|-1|-1|
MLB_1|0|Numerical|30|13|31_X1B|14_H|integer|integer|262144|262144|43164|44456|6.07321|5.89671|43140|46856|6.07659|5.59467|1.02712|Numerical|30|13|6.076588|5.594673|6.076588|6.780054|0|8192|PFOR|BP|64|97|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.966684|0|63|0|102|0|0|38664|44432|-1|-1|-1|-1|
MLB_1|0|Numerical|38|43|39_pwRC.|44_wRC.|integer|integer|262144|262144|85908|37211|3.05145|7.0448|85884|85384|3.0523|3.07018|1.39108|Numerical|38|43|3.080821|3.099032|3.080821|7.731949|0|50685|DICT|BP|970|906|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999695|-139|1420|-130|1418|389|389|33904|37187|-1|-1|-1|-1|
MulheresMil_1|0|Numerical|9|6|12_ch_min_financiavel|9_ch_da_oferta|integer|integer|262144|262144|34257|63048|7.65228|4.15785|34233|58305|7.65764|4.49608|0.95101|Numerical|9|6|7.704453|4.496081|7.704453|5.891936|0|13813|DICT|BP|10|108|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.727104|0|1200|160|1870|1396|0|44492|63024|-1|-1|-1|-1|
