Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165949|1.00401|10|52|5|1|1
Bimbo_1|3670016|319324|279200|1.14371|12|592|49|4|1
CityMaxCapita_1|26049426|11018728|10720473|1.02782|31|1353|250|10|1
CMSprovider_1|16717728|3729276|3432617|1.08642|26|1163|251|9|1
CommonGovernment_1|62829650|8193179|7175832|1.14177|56|6987|838|21|1
Corporations_1|11901857|5105751|3496232|1.46036|27|918|404|8|1
Eixo_1|60077487|5892367|4900886|1.20231|71|15388|3408|31|1
Euro2016_1|11418716|5779460|5241707|1.10259|10|119|51|3|1
Food_1|2758131|515805|514250|1.00302|6|70|13|2|1
Generico_1|42738694|2805958|2006070|1.39873|42|5804|816|15|1
HashTags_1|92542033|34753667|24217223|1.43508|99|20015|1493|22|1
Hatred_1|26027696|11533096|11357772|1.01544|31|1178|187|9|1
IGlocations1_1|6321918|1779851|1766945|1.0073|18|660|75|7|1
Medicare1_1|12973420|3996314|3343778|1.19515|26|894|183|10|1
MedPayment1_1|16768400|4681724|4557599|1.02723|28|1191|189|8|1
MLB_1|18994088|2380651|2220921|1.07192|48|8256|1593|23|1
Motos_1|42974217|2829428|2032037|1.39241|43|6090|844|16|1
MulheresMil_1|62416953|5964864|4931496|1.20954|72|15881|3463|32|1
NYC_1|36490617|3139541|1738101|1.80631|48|5382|1023|18|1
PanCreactomy1_1|18360922|4037727|3743420|1.07862|29|1555|312|11|1
Physicians_1|16768116|4686462|4556638|1.02849|28|1191|186|9|1
Provider_1|16202756|4588180|4514258|1.01638|28|1221|178|9|1
RealEstate1_1|17820728|4838606|4525091|1.06928|26|1330|178|7|1
Redfin1_1|22150976|9242876|9002597|1.02669|42|1398|137|10|1
Rentabilidad_1|70851322|16198993|15077022|1.07442|139|21693|1627|22|1
Romance_1|21518242|9890585|9868760|1.00221|11|35|4|2|1
SalariesFrance_1|48707783|9310155|8655751|1.0756|57|3588|340|14|1
TableroSistemaPenal_1|23289522|802109|453280|1.76957|27|2252|171|9|1
Taxpayer_1|16195222|4592886|4517381|1.01671|28|1222|194|8|1
Telco_1|92222061|23897338|22440894|1.0649|176|54777|13673|70|1
TrainsUK1_2|22067864|3440367|3055156|1.12609|27|1629|211|12|1
TrainsUK2_1|18144855|3140981|2610170|1.20336|29|2406|460|12|1
Uberlandia_1|61320125|5959002|4962515|1.2008|72|15592|3582|31|1
USCensus_1|137735464|8738400|8148884|1.07234|518|533880|46405|126|1
Wins_1|88869327|14701699|14043405|1.04688|254|174072|36427|112|1
YaleLanguages_1|18012366|1520217|985314|1.54288|28|2358|522|13|1
Average compression_ratio_improvement: 1.17073
Total ECRs computed: 912192
