Relation|uncompressed|compressed|c3_compressed|compression_ratio_improvement|column_count|compute_ecr_counter|add_to_graph_counter|final_scheme_counter|avg_schemes_per_source
Arade_1|4161998|1170624|1165378|1.0045|10|52|1|1|1
Bimbo_1|3670016|319324|360926|0.884735|12|592|35|2|1
CityMaxCapita_1|26049426|11018728|10757812|1.02425|31|1353|231|10|1.25
CMSprovider_1|16717728|3729276|3430032|1.08724|26|1163|219|10|1.25
CommonGovernment_1|62829650|8193179|6843462|1.19723|56|6987|589|28|2.15385
Corporations_1|11901857|5105751|3388683|1.50671|27|918|328|9|1.8
Eixo_1|60077487|5892367|4584435|1.2853|71|15388|2284|41|3.72727
Euro2016_1|11418716|5779460|5244416|1.10202|10|119|44|2|2
Food_1|2758131|515805|540373|0.954535|6|70|12|2|2
Generico_1|42738694|2805958|1863672|1.50561|42|5804|577|19|2.11111
HashTags_1|92542033|34753667|24015090|1.44716|99|20015|1370|26|1.44444
Hatred_1|26027696|11533096|11436916|1.00841|31|1178|172|10|1.66667
IGlocations1_1|6321918|1779851|1855303|0.959332|18|660|91|8|2.66667
Medicare1_1|12973420|3996314|3639268|1.09811|26|894|178|13|2.6
MedPayment1_1|16768400|4681724|4775352|0.980393|28|1191|130|10|2.5
MLB_1|18994088|2380651|2214326|1.07511|48|8256|1132|25|2.5
Motos_1|42974217|2829428|1908899|1.48223|43|6090|586|20|2.22222
MulheresMil_1|62416953|5964864|4549410|1.31113|72|15881|2307|45|3.75
NYC_1|36490617|3139541|1748692|1.79537|48|5382|962|25|2.77778
PanCreactomy1_1|18360922|4037727|3787140|1.06617|29|1555|304|13|1.85714
Physicians_1|16768116|4686462|4809729|0.974371|28|1191|133|11|2.75
Provider_1|16202756|4588180|4749277|0.96608|28|1221|147|11|2.2
RealEstate1_1|17820728|4838606|4514734|1.07174|26|1330|181|8|1.6
Redfin1_1|22150976|9242876|8991568|1.02795|42|1398|129|12|2.4
Rentabilidad_1|70851322|16198993|15003317|1.07969|139|21693|1052|26|2
Romance_1|21518242|9890137|9865871|1.00246|11|35|2|1|1
SalariesFrance_1|48707783|9310155|8513371|1.09359|57|3588|358|17|1.54545
TableroSistemaPenal_1|23289522|802109|269558|2.97565|27|2252|138|13|2.6
Taxpayer_1|16195222|4592886|4731377|0.970729|28|1222|146|10|2
Telco_1|92222061|23897338|22719625|1.05184|176|54777|13708|75|1.17188
TrainsUK1_2|22067864|3440367|2914819|1.1803|27|1629|198|12|2
TrainsUK2_1|18144855|3140981|2600052|1.20805|29|2406|411|14|2
Uberlandia_1|61320125|5958999|4610518|1.29248|72|15592|2330|42|3.23077
USCensus_1|137735464|8738400|8852676|0.987091|518|533880|31482|82|1.32258
Wins_1|88869327|14701699|14861929|0.989219|254|174072|14478|148|3.60976
YaleLanguages_1|18012366|1520217|800053|1.90015|28|2358|366|19|2.71429
Average compression_ratio_improvement: 1.20964
Total ECRs computed: 912192
